deposit_id,user_id,deposit_date,amount_eur,payment_method,status
D746414,U108995,2026-07-17,98.29,Bank Transfer,Completed
D746415,U118591,2026-06-11,6833.71,Apple Pay,Completed
D746416,U127924,2026-06-24,303.35,Bank Transfer,Completed
D746417,U118249,2025-11-14,64.14,Card,Completed
D746418,U142601,2025-03-28,455.71,Card,Completed
D746419,U122512,2025-07-31,65.35,Bank Transfer,Completed
D746420,U127985,2026-03-18,709.2,Card,Completed
D746421,U107709,2026-07-27,386.6,Bank Transfer,Completed
D746422,U119982,2025-10-18,83.73,Card,Completed
D746423,U135775,2025-07-14,90.9,Bank Transfer,Completed
D746424,U143480,2026-01-05,203.91,Bank Transfer,Completed
D746425,U109720,2026-01-25,133.98,Bank Transfer,Completed
D746426,U106243,2026-06-03,224.31,Bank Transfer,Completed
D746427,U146471,2025-09-25,454.37,Bank Transfer,Completed
D746428,U140777,2026-02-08,161.79,Card,Failed
D746429,U108858,2026-01-01,236.77,Bank Transfer,Completed
D746430,U120413,2025-12-19,623.17,Google Pay,Completed
D746431,U113075,2026-03-31,175.54,Card,Completed
D746432,U106229,2025-05-04,178.0,Bank Transfer,Completed
D746433,U112230,2025-11-02,96.74,Card,Completed
D746434,U132336,2026-04-29,200.9,Card,Completed
D746435,U117012,2025-12-08,18.65,Card,Completed
D746436,U109825,2026-02-01,19.95,Apple Pay,Completed
D746437,U126955,2026-03-30,126.46,Card,Completed
D746438,U136004,2026-02-15,149.6,Bank Transfer,Completed
D746439,U130390,2026-03-27,455.47,Card,Completed
D746440,U144121,2025-11-16,1980.91,Apple Pay,Completed
D746441,U129961,2026-08-08,57.69,Google Pay,Completed
D746442,U127424,2025-05-09,214.87,Bank Transfer,Completed
D746443,U101373,2025-06-25,219.33,Google Pay,Completed
D746444,U101324,2025-07-14,95.69,Card,Completed
D746445,U120584,2026-04-23,144.29,Bank Transfer,Completed
D746446,U104802,2025-10-06,191.21,Card,Completed
D746447,U126005,2026-07-25,604.34,Bank Transfer,Pending
D746448,U112126,2026-08-18,232.53,Bank Transfer,Completed
D746449,U108207,2025-09-24,49.79,Bank Transfer,Completed
D746450,U109040,2025-08-18,43.53,Apple Pay,Completed
D746451,U127851,2026-03-17,89.53,Bank Transfer,Completed
D746452,U109577,2025-12-17,809.5,Apple Pay,Completed
D746453,U115698,2026-08-16,77.68,Apple Pay,Completed
D746454,U111478,2025-10-17,56.57,Bank Transfer,Completed
D746455,U128608,2025-01-31,26.99,Card,Completed
D746456,U135309,2026-08-26,1165.17,Google Pay,Completed
D746457,U136578,2025-10-27,286.8,Bank Transfer,Completed
D746458,U112308,2025-12-26,172.97,Bank Transfer,Completed
D746459,U128668,2025-09-18,560.05,Apple Pay,Completed
D746460,U143696,2026-04-26,86.29,Bank Transfer,Completed
D746461,U119876,2026-07-16,428.68,Apple Pay,Completed
D746462,U115653,2025-08-15,3558.82,Bank Transfer,Completed
D746463,U122580,2025-12-26,1409.99,Bank Transfer,Completed
D746464,U115016,2026-03-16,28.51,Bank Transfer,Completed
D746465,U105093,2025-08-29,132.86,Card,Pending
D746466,U109296,2025-07-24,236.78,Bank Transfer,Completed
D746467,U124350,2026-03-20,258.12,Google Pay,Completed
D746468,U145728,2026-02-25,676.63,Apple Pay,Pending
D746469,U119112,2025-08-05,325.6,Bank Transfer,Completed
D746470,U123383,2026-02-14,288.21,Apple Pay,Completed
D746471,U143478,2026-01-30,255.72,Bank Transfer,Completed
D746472,U118597,2025-12-23,201.19,Bank Transfer,Completed
D746473,U145676,2026-07-09,322.57,Card,Completed
D746474,U110883,2026-06-15,224.15,Card,Completed
D746475,U139334,2025-07-10,30.07,Bank Transfer,Completed
D746476,U103447,2025-11-24,2099.83,Bank Transfer,Completed
D746477,U136298,2026-06-07,170.17,Bank Transfer,Completed
D746478,U147241,2026-03-25,293.71,Apple Pay,Completed
D746479,U125624,2026-02-05,389.1,Bank Transfer,Completed
D746480,U120522,2026-05-06,442.02,Bank Transfer,Completed
D746481,U140476,2026-06-25,100.78,Bank Transfer,Completed
D746482,U129364,2025-10-22,265.44,Bank Transfer,Completed
D746483,U133048,2025-12-02,48.63,Bank Transfer,Completed
D746484,U124748,2025-07-13,75.07,Card,Completed
D746485,U146868,2026-04-25,293.25,Card,Completed
D746486,U107029,2026-02-13,311.55,Card,Completed
D746487,U115985,2025-08-30,360.08,Bank Transfer,Failed
D746488,U102153,2026-05-29,117.98,Bank Transfer,Completed
D746489,U137215,2026-01-15,214.02,Card,Completed
D746490,U108739,2025-03-02,535.73,Bank Transfer,Completed
D746491,U116836,2025-07-17,824.17,Bank Transfer,Completed
D746492,U117934,2025-10-20,343.21,Bank Transfer,Completed
D746493,U123271,2026-07-26,350.7,Bank Transfer,Completed
D746494,U142195,2026-01-20,39.79,Bank Transfer,Completed
D746495,U105546,2025-06-29,343.42,Bank Transfer,Completed
D746496,U127923,2025-09-19,712.8,Card,Completed
D746497,U139742,2026-05-30,610.67,Bank Transfer,Completed
D746498,U109498,2025-03-06,419.9,Bank Transfer,Completed
D746499,U135463,2026-03-18,912.45,Google Pay,Completed
D746500,U137260,2025-05-26,784.55,Bank Transfer,Completed
D746501,U116267,2026-01-15,321.42,Google Pay,Completed
D746502,U121448,2025-09-12,50.66,Bank Transfer,Completed
D746503,U147231,2025-05-27,300.25,Bank Transfer,Completed
D746504,U137147,2026-01-10,82.53,Bank Transfer,Completed
D746505,U132387,2026-05-18,106.0,Bank Transfer,Completed
D746506,U142532,2026-03-18,366.29,Bank Transfer,Completed
D746507,U147012,2026-07-04,1554.19,Card,Completed
D746508,U121792,2025-08-30,270.72,Google Pay,Completed
D746509,U114716,2026-04-11,279.08,Bank Transfer,Failed
D746510,U111993,2026-07-16,13.66,Apple Pay,Completed
D746511,U149133,2026-03-26,705.07,Card,Completed
D746512,U115626,2025-11-23,726.28,Card,Completed
D746513,U140322,2025-12-10,1211.59,Google Pay,Completed
D746514,U135546,2025-04-03,40.47,Bank Transfer,Completed
D746515,U120088,2025-11-21,148.29,Bank Transfer,Completed
D746516,U139024,2026-04-12,544.37,Bank Transfer,Completed
D746517,U128485,2026-01-22,430.37,Bank Transfer,Completed
D746518,U107455,2026-08-22,898.66,Card,Completed
D746519,U124033,2026-07-20,436.81,Card,Completed
D746520,U116853,2025-10-02,57.59,Card,Completed
D746521,U138917,2025-12-15,385.38,Card,Completed
D746522,U107736,2026-08-02,246.98,Google Pay,Completed
D746523,U119122,2026-01-09,115.34,Card,Completed
D746524,U127240,2025-08-18,493.94,Card,Completed
D746525,U106832,2026-03-15,939.69,Bank Transfer,Completed
D746526,U112806,2025-06-12,46.42,Card,Completed
D746527,U120113,2025-08-15,598.5,Bank Transfer,Completed
D746528,U133498,2026-07-25,17.82,Google Pay,Completed
D746529,U101431,2026-06-09,312.41,Bank Transfer,Failed
D746530,U119273,2025-12-10,477.33,Bank Transfer,Completed
D746531,U106369,2026-03-14,642.24,Bank Transfer,Completed
D746532,U140071,2025-07-26,343.54,Bank Transfer,Completed
D746533,U131122,2025-09-13,749.88,Bank Transfer,Completed
D746534,U121104,2026-07-13,81.19,Bank Transfer,Completed
D746535,U109367,2026-01-26,337.2,Google Pay,Pending
D746536,U119684,2025-06-14,215.02,Card,Completed
D746537,U104274,2026-08-04,1068.18,Card,Completed
D746538,U110587,2026-07-28,109.94,Bank Transfer,Completed
D746539,U107321,2026-07-17,39.77,Bank Transfer,Completed
D746540,U130580,2026-01-05,1278.91,Bank Transfer,Completed
D746541,U141624,2026-07-15,140.27,Bank Transfer,Completed
D746542,U136035,2025-01-29,26.42,Card,Completed
D746543,U130337,2026-08-12,47.53,Bank Transfer,Completed
D746544,U112733,2025-07-01,271.96,Bank Transfer,Completed
D746545,U115721,2025-08-11,68.09,Card,Completed
D746546,U109275,2025-12-21,251.41,Card,Completed
D746547,U128427,2026-03-03,109.75,Card,Completed
D746548,U100577,2026-06-12,41.09,Card,Completed
D746549,U140803,2025-11-13,311.7,Bank Transfer,Completed
D746550,U102186,2026-01-15,135.04,Card,Completed
D746551,U133170,2025-08-17,333.85,Bank Transfer,Completed
D746552,U129830,2026-05-04,75.6,Bank Transfer,Completed
D746553,U120485,2026-07-12,139.13,Bank Transfer,Completed
D746554,U128583,2025-09-12,194.95,Bank Transfer,Completed
D746555,U124625,2026-05-11,89.84,Bank Transfer,Completed
D746556,U113140,2026-02-09,503.07,Bank Transfer,Failed
D746557,U132367,2025-10-04,23.63,Card,Completed
D746558,U135237,2026-06-02,96.32,Bank Transfer,Completed
D746559,U110919,2026-06-25,2156.26,Bank Transfer,Completed
D746560,U132229,2025-12-01,231.34,Bank Transfer,Completed
D746561,U140725,2025-08-06,301.41,Apple Pay,Completed
D746562,U107858,2026-07-10,150.57,Bank Transfer,Completed
D746563,U113053,2026-01-18,155.79,Apple Pay,Completed
D746564,U105293,2025-02-04,519.91,Google Pay,Completed
D746565,U149146,2025-03-28,521.51,Apple Pay,Completed
D746566,U126993,2025-10-29,106.96,Bank Transfer,Completed
D746567,U144111,2026-01-04,276.92,Card,Completed
D746568,U131826,2025-07-04,221.41,Google Pay,Completed
D746569,U146113,2026-06-06,577.83,Card,Completed
D746570,U126110,2026-08-29,117.01,Bank Transfer,Completed
D746571,U124517,2025-05-09,976.5,Bank Transfer,Completed
D746572,U128436,2026-02-07,539.96,Bank Transfer,Completed
D746573,U115053,2026-05-20,163.83,Apple Pay,Completed
D746574,U137593,2026-06-12,117.75,Card,Completed
D746575,U148196,2026-04-19,204.1,Card,Completed
D746576,U114297,2025-02-14,388.32,Bank Transfer,Completed
D746577,U136949,2026-06-23,115.27,Card,Completed
D746578,U138297,2025-11-27,446.83,Bank Transfer,Completed
D746579,U110453,2025-09-14,321.16,Google Pay,Completed
D746580,U129650,2025-09-08,4197.24,Card,Failed
D746581,U132878,2025-06-13,413.38,Bank Transfer,Failed
D746582,U127985,2025-12-25,331.02,Card,Completed
D746583,U112548,2025-04-30,217.59,Bank Transfer,Completed
D746584,U117122,2026-06-06,173.53,Bank Transfer,Completed
D746585,U110650,2025-03-31,264.27,Google Pay,Completed
D746586,U133260,2025-08-19,199.22,Google Pay,Completed
D746587,U106056,2026-01-15,64.36,Google Pay,Completed
D746588,U105641,2026-03-25,247.55,Bank Transfer,Failed
D746589,U141865,2026-06-26,191.82,Bank Transfer,Completed
D746590,U131391,2026-01-24,288.95,Bank Transfer,Completed
D746591,U113446,2025-06-12,121.8,Google Pay,Completed
D746592,U145512,2026-02-17,196.16,Google Pay,Pending
D746593,U127054,2026-07-20,33.33,Card,Completed
D746594,U110105,2026-08-21,2440.02,Google Pay,Completed
D746595,U105440,2026-01-16,770.01,Bank Transfer,Completed
D746596,U110539,2025-11-05,101.29,Apple Pay,Failed
D746597,U106257,2026-06-11,246.08,Card,Completed
D746598,U111882,2025-11-10,386.24,Bank Transfer,Completed
D746599,U103134,2026-01-29,440.72,Bank Transfer,Completed
D746600,U100396,2026-02-06,124.9,Bank Transfer,Failed
D746601,U118986,2025-08-13,67.92,Bank Transfer,Completed
D746602,U117880,2025-07-09,82.18,Card,Completed
D746603,U137574,2025-04-23,94.29,Card,Completed
D746604,U112798,2025-08-14,287.1,Bank Transfer,Completed
D746605,U136204,2026-03-09,639.19,Bank Transfer,Completed
D746606,U131267,2026-08-12,120.12,Bank Transfer,Completed
D746607,U101878,2026-07-11,177.39,Bank Transfer,Completed
D746608,U149389,2026-06-10,635.77,Bank Transfer,Completed
D746609,U127359,2025-06-23,31.44,Apple Pay,Completed
D746610,U107334,2025-09-13,85.74,Apple Pay,Completed
D746611,U137996,2026-07-01,354.23,Card,Completed
D746612,U123916,2026-04-26,354.54,Bank Transfer,Completed
D746613,U140533,2025-09-16,31.96,Bank Transfer,Completed
D746614,U117736,2026-06-22,532.14,Bank Transfer,Completed
D746615,U143678,2026-05-18,351.37,Bank Transfer,Pending
D746616,U119788,2025-08-12,83.43,Google Pay,Completed
D746617,U122564,2026-02-12,57.9,Bank Transfer,Completed
D746618,U133855,2025-11-30,159.94,Card,Completed
D746619,U143530,2025-07-18,37.54,Apple Pay,Completed
D746620,U100543,2025-09-24,136.27,Bank Transfer,Completed
D746621,U114073,2026-07-07,106.69,Bank Transfer,Completed
D746622,U138463,2026-01-30,485.67,Apple Pay,Completed
D746623,U147175,2025-11-24,213.64,Card,Completed
D746624,U113616,2026-04-12,572.66,Card,Completed
D746625,U139221,2025-10-23,576.3,Bank Transfer,Completed
D746626,U131448,2025-09-27,249.68,Bank Transfer,Pending
D746627,U126895,2026-08-22,1347.58,Card,Completed
D746628,U142121,2026-08-17,209.9,Card,Completed
D746629,U130732,2026-02-20,571.36,Bank Transfer,Completed
D746630,U112256,2025-07-02,732.7,Bank Transfer,Completed
D746631,U147734,2026-03-19,95.31,Apple Pay,Completed
D746632,U123643,2025-07-10,281.95,Card,Completed
D746633,U130135,2026-08-26,45.42,Bank Transfer,Completed
D746634,U113637,2026-05-20,211.33,Card,Completed
D746635,U103809,2026-03-10,118.43,Bank Transfer,Completed
D746636,U119610,2026-06-19,97.28,Google Pay,Failed
D746637,U119779,2026-07-31,73.27,Bank Transfer,Completed
D746638,U120560,2025-04-30,106.17,Apple Pay,Completed
D746639,U126499,2026-08-07,597.49,Card,Completed
D746640,U138564,2025-09-10,101.07,Card,Completed
D746641,U119396,2025-08-26,267.51,Card,Completed
D746642,U104027,2025-07-11,509.69,Card,Completed
D746643,U124454,2026-02-20,83.08,Apple Pay,Completed
D746644,U124349,2026-07-05,243.47,Card,Completed
D746645,U100393,2026-06-01,39.5,Bank Transfer,Completed
D746646,U109922,2026-08-12,1631.4,Apple Pay,Completed
D746647,U135866,2025-12-14,91.39,Card,Completed
D746648,U149672,2026-04-02,54.78,Card,Completed
D746649,U143605,2026-05-05,618.54,Card,Failed
D746650,U126783,2026-06-02,3128.38,Bank Transfer,Completed
D746651,U130175,2026-02-05,4856.36,Card,Failed
D746652,U149179,2026-02-09,361.77,Bank Transfer,Completed
D746653,U109214,2025-10-08,173.51,Bank Transfer,Completed
D746654,U138340,2026-03-05,149.9,Google Pay,Completed
D746655,U130266,2026-01-04,171.32,Card,Completed
D746656,U100334,2026-04-05,179.92,Bank Transfer,Completed
D746657,U100332,2026-06-02,1311.89,Card,Completed
D746658,U144684,2025-12-31,279.03,Bank Transfer,Completed
D746659,U109360,2025-07-24,229.41,Bank Transfer,Completed
D746660,U133090,2025-08-17,56.57,Bank Transfer,Completed
D746661,U104424,2026-07-21,303.25,Bank Transfer,Completed
D746662,U136802,2025-05-30,217.08,Bank Transfer,Pending
D746663,U149161,2026-05-22,146.38,Bank Transfer,Completed
D746664,U101746,2026-02-07,327.21,Google Pay,Completed
D746665,U122548,2026-06-01,100.71,Card,Completed
D746666,U134096,2026-06-07,275.46,Bank Transfer,Completed
D746667,U100221,2026-05-30,79.16,Bank Transfer,Completed
D746668,U143856,2026-03-26,437.71,Card,Completed
D746669,U136561,2026-04-19,187.4,Bank Transfer,Completed
D746670,U135732,2025-08-24,125.29,Apple Pay,Completed
D746671,U120169,2026-07-19,670.81,Bank Transfer,Completed
D746672,U113423,2025-11-28,308.88,Card,Completed
D746673,U140223,2026-04-08,237.23,Apple Pay,Completed
D746674,U110790,2026-03-18,194.15,Card,Completed
D746675,U147054,2025-07-24,443.52,Google Pay,Completed
D746676,U124141,2025-12-09,1168.29,Bank Transfer,Completed
D746677,U103628,2025-02-17,68.22,Card,Completed
D746678,U128281,2026-01-27,193.86,Card,Completed
D746679,U105108,2026-08-14,298.99,Card,Completed
D746680,U131785,2026-05-12,490.53,Bank Transfer,Completed
D746681,U103751,2026-01-21,189.22,Card,Completed
D746682,U144056,2025-08-30,386.9,Apple Pay,Completed
D746683,U125647,2026-07-27,293.86,Apple Pay,Pending
D746684,U131103,2026-03-09,605.93,Bank Transfer,Completed
D746685,U133801,2026-03-16,21.59,Google Pay,Completed
D746686,U104874,2026-02-01,251.03,Bank Transfer,Completed
D746687,U139029,2026-01-30,177.54,Card,Completed
D746688,U136322,2026-01-15,516.72,Bank Transfer,Pending
D746689,U108635,2025-07-09,127.96,Apple Pay,Completed
D746690,U112260,2025-09-07,1972.74,Bank Transfer,Completed
D746691,U122296,2026-05-22,213.36,Bank Transfer,Pending
D746692,U142535,2025-06-03,334.27,Bank Transfer,Completed
D746693,U134706,2025-03-04,436.52,Bank Transfer,Completed
D746694,U144578,2026-06-14,215.74,Bank Transfer,Completed
D746695,U134636,2026-06-26,252.84,Bank Transfer,Completed
D746696,U128593,2025-12-24,789.64,Bank Transfer,Completed
D746697,U146363,2026-07-30,873.21,Bank Transfer,Completed
D746698,U112662,2025-12-05,139.43,Card,Completed
D746699,U102503,2026-06-06,176.5,Bank Transfer,Completed
D746700,U128054,2025-08-21,1551.84,Bank Transfer,Completed
D746701,U112122,2025-02-20,229.99,Bank Transfer,Completed
D746702,U112196,2026-03-09,528.55,Bank Transfer,Completed
D746703,U122105,2025-07-01,191.6,Google Pay,Completed
D746704,U107176,2025-07-28,228.38,Apple Pay,Completed
D746705,U110095,2026-05-23,184.95,Bank Transfer,Completed
D746706,U145986,2026-04-06,102.41,Bank Transfer,Completed
D746707,U131537,2025-08-13,103.29,Bank Transfer,Completed
D746708,U117284,2025-06-13,531.37,Apple Pay,Completed
D746709,U102798,2025-08-08,193.74,Google Pay,Completed
D746710,U132203,2026-07-18,2126.2,Bank Transfer,Completed
D746711,U120324,2026-03-01,786.06,Card,Completed
D746712,U105728,2025-11-27,60.27,Bank Transfer,Completed
D746713,U102392,2026-05-05,239.97,Bank Transfer,Completed
D746714,U131506,2025-10-16,77.31,Bank Transfer,Completed
D746715,U133992,2026-02-20,19.93,Bank Transfer,Completed
D746716,U130629,2025-05-04,43.87,Bank Transfer,Completed
D746717,U121311,2025-04-27,530.38,Card,Failed
D746718,U113298,2026-03-27,328.33,Bank Transfer,Completed
D746719,U143956,2025-08-28,2034.86,Apple Pay,Completed
D746720,U141083,2025-12-10,187.39,Bank Transfer,Completed
D746721,U147702,2025-04-15,447.02,Card,Completed
D746722,U139904,2026-08-02,527.65,Card,Completed
D746723,U133510,2025-10-21,141.03,Apple Pay,Completed
D746724,U115307,2025-09-10,163.35,Google Pay,Completed
D746725,U102342,2026-03-10,96.39,Google Pay,Completed
D746726,U129715,2026-03-08,442.31,Apple Pay,Completed
D746727,U140617,2026-01-03,114.01,Bank Transfer,Completed
D746728,U146070,2025-11-02,223.99,Card,Completed
D746729,U149647,2025-08-30,51.76,Bank Transfer,Completed
D746730,U112852,2026-07-11,147.26,Card,Completed
D746731,U132753,2026-07-08,116.38,Card,Completed
D746732,U139937,2025-11-24,608.73,Card,Completed
D746733,U145079,2026-05-10,8974.19,Bank Transfer,Completed
D746734,U122709,2025-12-31,102.79,Bank Transfer,Completed
D746735,U135904,2025-04-03,266.23,Apple Pay,Completed
D746736,U108649,2025-06-29,284.93,Bank Transfer,Completed
D746737,U145950,2026-06-10,151.16,Bank Transfer,Completed
D746738,U123150,2026-03-29,27.84,Bank Transfer,Completed
D746739,U148149,2025-12-17,121.81,Bank Transfer,Completed
D746740,U147333,2026-04-13,178.06,Card,Completed
D746741,U134792,2026-02-19,119.62,Google Pay,Completed
D746742,U106259,2025-03-17,368.82,Card,Completed
D746743,U144079,2025-08-12,391.89,Bank Transfer,Completed
D746744,U109233,2025-02-12,497.48,Bank Transfer,Completed
D746745,U142714,2026-04-17,196.4,Card,Completed
D746746,U100442,2025-11-07,204.12,Bank Transfer,Completed
D746747,U120431,2025-09-17,97.24,Card,Completed
D746748,U105373,2025-10-15,2162.18,Bank Transfer,Completed
D746749,U133134,2025-09-18,76.17,Card,Completed
D746750,U101541,2026-03-28,117.02,Apple Pay,Completed
D746751,U140773,2025-07-25,1513.36,Card,Completed
D746752,U139391,2025-09-27,639.99,Bank Transfer,Completed
D746753,U100990,2025-10-20,197.13,Bank Transfer,Completed
D746754,U140887,2025-09-09,290.14,Bank Transfer,Completed
D746755,U125090,2025-04-16,68.74,Google Pay,Completed
D746756,U106516,2026-06-01,340.62,Apple Pay,Completed
D746757,U106931,2026-07-11,470.88,Card,Completed
D746758,U111192,2025-08-23,55.98,Card,Completed
D746759,U113879,2025-06-01,136.16,Bank Transfer,Completed
D746760,U137927,2026-04-10,331.07,Bank Transfer,Completed
D746761,U123289,2025-11-18,142.62,Bank Transfer,Completed
D746762,U119523,2026-06-28,88.44,Bank Transfer,Completed
D746763,U119658,2026-01-16,100.14,Bank Transfer,Completed
D746764,U123318,2026-08-26,2037.52,Card,Completed
D746765,U114784,2025-11-28,188.59,Bank Transfer,Completed
D746766,U131737,2026-06-15,1261.0,Bank Transfer,Completed
D746767,U104973,2025-12-04,95.97,Bank Transfer,Completed
D746768,U109275,2025-09-01,53.91,Bank Transfer,Completed
D746769,U127447,2025-01-24,52.48,Apple Pay,Completed
D746770,U132051,2026-03-20,32.04,Apple Pay,Completed
D746771,U101641,2025-12-13,706.02,Apple Pay,Completed
D746772,U132597,2026-07-22,73.47,Google Pay,Completed
D746773,U115991,2025-10-01,813.29,Card,Completed
D746774,U118097,2026-02-25,962.33,Bank Transfer,Completed
D746775,U126698,2025-08-16,64.94,Card,Completed
D746776,U138553,2026-02-16,553.23,Bank Transfer,Completed
D746777,U140349,2025-08-28,211.6,Card,Completed
D746778,U135758,2026-02-02,312.53,Bank Transfer,Completed
D746779,U109050,2026-03-20,756.83,Google Pay,Completed
D746780,U105371,2025-12-16,514.09,Bank Transfer,Completed
D746781,U121927,2026-05-10,49.55,Card,Completed
D746782,U113177,2025-05-18,100.2,Card,Completed
D746783,U118859,2026-02-23,391.78,Card,Completed
D746784,U139055,2026-07-06,627.09,Bank Transfer,Completed
D746785,U104930,2026-08-17,79.75,Bank Transfer,Failed
D746786,U142602,2026-03-14,423.43,Bank Transfer,Completed
D746787,U143320,2026-08-08,325.05,Google Pay,Completed
D746788,U143641,2026-07-07,209.71,Card,Completed
D746789,U108638,2025-09-15,292.9,Card,Completed
D746790,U145717,2026-03-08,1264.48,Card,Completed
D746791,U124335,2026-04-28,104.25,Google Pay,Completed
D746792,U131324,2026-05-04,124.73,Card,Completed
D746793,U116110,2025-09-11,300.89,Card,Completed
D746794,U134307,2026-06-30,103.62,Bank Transfer,Completed
D746795,U126794,2025-12-03,62.27,Bank Transfer,Completed
D746796,U122719,2026-01-03,258.58,Card,Completed
D746797,U111180,2026-03-24,277.29,Bank Transfer,Completed
D746798,U138551,2026-03-22,102.06,Card,Completed
D746799,U110015,2026-03-11,348.84,Apple Pay,Completed
D746800,U114267,2026-03-23,341.12,Bank Transfer,Completed
D746801,U128703,2026-05-20,72.0,Bank Transfer,Completed
D746802,U101454,2026-07-11,394.08,Card,Completed
D746803,U130827,2025-08-18,733.11,Bank Transfer,Completed
D746804,U145239,2026-03-10,588.32,Card,Completed
D746805,U108125,2025-10-30,236.82,Google Pay,Completed
D746806,U145854,2025-08-21,1042.36,Bank Transfer,Completed
D746807,U132903,2026-08-30,122.5,Bank Transfer,Completed
D746808,U115862,2025-12-09,140.0,Apple Pay,Completed
D746809,U114725,2025-11-17,358.11,Card,Completed
D746810,U132357,2025-11-20,149.77,Apple Pay,Completed
D746811,U104602,2026-01-22,467.9,Card,Completed
D746812,U105305,2026-06-16,363.8,Bank Transfer,Completed
D746813,U146398,2025-06-05,78.3,Bank Transfer,Completed
D746814,U117450,2026-08-26,50.68,Bank Transfer,Completed
D746815,U118638,2025-09-15,236.05,Card,Completed
D746816,U140760,2026-03-31,82.68,Bank Transfer,Completed
D746817,U125459,2025-10-25,234.9,Card,Completed
D746818,U109139,2026-01-27,990.95,Card,Completed
D746819,U104308,2026-08-01,23.14,Apple Pay,Completed
D746820,U107651,2025-05-18,844.78,Card,Completed
D746821,U135231,2026-06-16,1227.91,Card,Completed
D746822,U120702,2026-08-17,27.1,Bank Transfer,Completed
D746823,U102405,2025-12-08,389.6,Google Pay,Completed
D746824,U122631,2025-11-16,392.15,Card,Completed
D746825,U108507,2026-02-13,750.36,Bank Transfer,Completed
D746826,U123007,2026-08-30,1869.94,Card,Completed
D746827,U120066,2026-01-25,483.92,Google Pay,Completed
D746828,U141878,2025-11-06,444.84,Google Pay,Completed
D746829,U123656,2026-04-04,179.84,Bank Transfer,Completed
D746830,U124584,2025-12-13,338.69,Bank Transfer,Completed
D746831,U144891,2025-05-01,1322.98,Apple Pay,Completed
D746832,U124338,2026-01-29,122.73,Google Pay,Completed
D746833,U147095,2026-02-13,121.79,Card,Completed
D746834,U118445,2025-08-10,657.35,Bank Transfer,Completed
D746835,U135991,2025-10-31,1710.98,Card,Completed
D746836,U119314,2026-01-29,301.53,Card,Failed
D746837,U123222,2026-05-25,387.1,Bank Transfer,Completed
D746838,U148422,2026-01-18,83.56,Bank Transfer,Completed
D746839,U114743,2026-03-03,232.13,Bank Transfer,Completed
D746840,U128076,2025-12-23,70.49,Card,Completed
D746841,U101155,2025-04-08,745.4,Card,Completed
D746842,U121151,2026-02-16,333.79,Apple Pay,Completed
D746843,U102641,2026-08-31,248.59,Bank Transfer,Completed
D746844,U119042,2026-07-14,497.9,Card,Completed
D746845,U122398,2026-06-21,751.34,Apple Pay,Completed
D746846,U117122,2026-02-28,448.4,Card,Completed
D746847,U130519,2026-05-12,527.17,Bank Transfer,Completed
D746848,U125115,2025-08-28,81.29,Bank Transfer,Completed
D746849,U115192,2026-07-17,462.53,Apple Pay,Completed
D746850,U108789,2026-01-24,188.02,Bank Transfer,Completed
D746851,U120152,2025-12-11,273.6,Apple Pay,Completed
D746852,U113931,2025-10-24,295.42,Bank Transfer,Completed
D746853,U145661,2026-05-20,31.91,Bank Transfer,Completed
D746854,U112382,2025-08-07,69.52,Card,Completed
D746855,U117106,2025-10-13,838.37,Apple Pay,Pending
D746856,U117725,2026-02-22,190.38,Bank Transfer,Completed
D746857,U132299,2026-08-23,59.12,Bank Transfer,Completed
D746858,U149542,2025-08-01,613.69,Google Pay,Completed
D746859,U149308,2026-08-05,25.35,Apple Pay,Failed
D746860,U115576,2026-08-26,66.8,Bank Transfer,Completed
D746861,U145769,2026-07-18,66.37,Bank Transfer,Completed
D746862,U147216,2025-08-21,130.6,Card,Completed
D746863,U147431,2026-08-19,478.72,Bank Transfer,Completed
D746864,U103840,2026-08-23,252.65,Card,Completed
D746865,U106089,2025-11-15,65.86,Bank Transfer,Completed
D746866,U141220,2026-04-28,174.64,Card,Completed
D746867,U143054,2026-05-02,78.47,Bank Transfer,Completed
D746868,U102454,2026-03-21,197.96,Bank Transfer,Completed
D746869,U104774,2025-10-17,750.65,Google Pay,Completed
D746870,U137244,2026-08-10,218.87,Bank Transfer,Completed
D746871,U112986,2025-04-08,464.45,Card,Completed
D746872,U111002,2026-08-02,746.25,Apple Pay,Completed
D746873,U138804,2026-08-04,194.33,Apple Pay,Completed
D746874,U131428,2026-01-23,429.68,Bank Transfer,Completed
D746875,U109641,2025-03-14,140.49,Bank Transfer,Failed
D746876,U144902,2026-08-21,296.69,Card,Completed
D746877,U110927,2025-07-12,31.71,Card,Completed
D746878,U107647,2026-04-05,360.9,Bank Transfer,Completed
D746879,U132579,2025-12-13,227.97,Apple Pay,Completed
D746880,U128136,2026-03-29,405.4,Card,Completed
D746881,U143537,2025-09-29,304.76,Bank Transfer,Completed
D746882,U121942,2026-07-28,164.49,Bank Transfer,Completed
D746883,U110384,2025-02-26,1331.71,Bank Transfer,Completed
D746884,U130354,2026-07-05,697.68,Apple Pay,Completed
D746885,U100512,2025-10-07,111.95,Bank Transfer,Completed
D746886,U116736,2026-06-26,212.78,Bank Transfer,Completed
D746887,U142982,2026-02-05,266.08,Bank Transfer,Completed
D746888,U146325,2025-05-28,752.2,Bank Transfer,Completed
D746889,U112121,2025-02-14,1539.72,Bank Transfer,Completed
