user_id,signup_date,country,age_group,acquisition_channel,device_type,account_status
U139995,2025-02-02,Ireland,35-44,Paid Search,Android,Inactive
U139996,2025-01-22,Spain,35-44,Referral,iOS,Active
U139997,2025-11-03,France,45-54,Organic,iOS,Active
U139998,2025-01-11,India,35-44,Social,iOS,Active
U139999,2026-03-18,Italy,35-44,Social,Web,Active
U140000,2026-07-16,Poland,55+,Organic,Android,Inactive
U140001,2025-07-17,France,25-34,Organic,Web,Inactive
U140002,2026-06-13,Denmark,18-24,Email,Web,Active
U140003,2025-02-13,Germany,35-44,Referral,Android,Inactive
U140004,2025-07-04,France,18-24,Referral,iOS,Active
U140005,2026-01-24,United Kingdom,35-44,Paid Search,Android,Inactive
U140006,2026-07-05,Austria,35-44,Organic,Android,Inactive
U140007,2026-05-22,France,35-44,Paid Search,Android,Inactive
U140008,2026-03-18,Italy,25-34,Affiliate,iOS,Active
U140009,2026-05-11,Spain,35-44,Organic,iOS,Active
U140010,2026-05-20,Switzerland,25-34,Email,iOS,Active
U140011,2025-05-17,Italy,45-54,Referral,Web,Active
U140012,2025-10-06,Ireland,45-54,Paid Search,iOS,Active
U140013,2025-06-13,Poland,35-44,Affiliate,Android,Active
U140014,2026-06-27,Switzerland,35-44,Referral,Android,Active
U140015,2025-01-23,Portugal,25-34,Direct,iOS,Active
U140016,2026-05-22,Ireland,25-34,Paid Search,iOS,Active
U140017,2026-05-25,Portugal,25-34,Paid Search,Android,Active
U140018,2026-07-24,Switzerland,35-44,Organic,Android,Inactive
U140019,2026-08-23,Belgium,35-44,Email,Android,Active
U140020,2026-03-20,Belgium,25-34,Affiliate,Web,Active
U140021,2025-05-22,Austria,45-54,Organic,iOS,Active
U140022,2025-10-08,Poland,55+,Direct,Web,Inactive
U140023,2025-07-26,Germany,25-34,Paid Search,iOS,Active
U140024,2025-10-29,India,25-34,Affiliate,iOS,Active
U140025,2026-02-01,Ireland,45-54,Referral,Android,Active
U140026,2025-11-14,United Kingdom,25-34,Email,iOS,Active
U140027,2025-02-17,Switzerland,18-24,Social,iOS,Active
U140028,2026-01-25,Portugal,55+,Affiliate,Android,Active
U140029,2026-01-14,Netherlands,35-44,Social,iOS,Active
U140030,2025-08-05,Belgium,18-24,Affiliate,Android,Active
U140031,2025-09-08,United Kingdom,25-34,Referral,Android,Active
U140032,2026-03-10,United Kingdom,45-54,Organic,iOS,Suspended
U140033,2026-08-08,Ireland,25-34,Paid Search,iOS,Active
U140034,2025-10-11,Poland,25-34,Organic,Web,Inactive
U140035,2026-04-28,Sweden,18-24,Affiliate,Android,Active
U140036,2025-09-24,United Kingdom,45-54,Social,iOS,Inactive
U140037,2026-08-22,Belgium,35-44,Affiliate,Android,Active
U140038,2025-09-03,Germany,25-34,Social,Android,Active
U140039,2025-06-07,Netherlands,45-54,Direct,Android,Active
U140040,2025-12-23,Poland,25-34,Social,Android,Active
U140041,2026-07-02,United Kingdom,25-34,Social,Android,Active
U140042,2025-08-24,United Kingdom,25-34,Social,iOS,Suspended
U140043,2026-04-05,Switzerland,18-24,Social,iOS,Active
U140044,2025-04-10,Spain,45-54,Social,Android,Active
U140045,2025-04-29,Germany,25-34,Organic,iOS,Active
U140046,2025-12-20,United Kingdom,35-44,Referral,iOS,Inactive
U140047,2025-03-29,Sweden,18-24,Social,Android,Active
U140048,2025-02-05,United Kingdom,45-54,Direct,Web,Active
U140049,2025-11-10,Sweden,55+,Social,Web,Active
U140050,2026-06-24,Austria,45-54,Organic,iOS,Active
U140051,2026-07-05,Netherlands,35-44,Email,iOS,Active
U140052,2025-11-18,India,,Referral,Android,Inactive
U140053,2026-03-03,Ireland,45-54,Paid Search,iOS,Active
U140054,2026-06-01,Spain,25-34,Organic,Android,Suspended
U140055,2025-01-09,France,25-34,Paid Search,Android,Active
U140056,2025-12-25,Portugal,25-34,Affiliate,Android,Inactive
U140057,2026-04-23,Spain,45-54,Direct,Android,Active
U140058,2025-02-26,Denmark,25-34,Referral,iOS,Inactive
U140059,2025-10-10,France,25-34,Social,iOS,Active
U140060,2026-03-21,Italy,55+,Paid Search,Web,Active
U140061,2026-04-06,Ireland,25-34,Social,iOS,Active
U140062,2026-05-05,Portugal,25-34,Referral,Web,Inactive
U140063,2025-12-25,Denmark,45-54,Referral,iOS,Active
U140064,2026-08-17,Portugal,45-54,Referral,Web,Inactive
U140065,2026-08-20,Switzerland,35-44,Direct,iOS,Suspended
U140066,2025-03-06,Ireland,25-34,Paid Search,iOS,Inactive
U140067,2026-03-05,Portugal,25-34,Affiliate,Android,Active
U140068,2026-04-02,Ireland,25-34,Organic,Web,Active
U140069,2025-05-16,Belgium,45-54,Organic,Android,Active
U140070,2026-08-29,Poland,18-24,Organic,iOS,Active
U140071,2025-02-17,France,35-44,Organic,Android,Active
U140072,2025-07-13,Netherlands,55+,Paid Search,iOS,Active
U140073,2025-04-27,United Kingdom,45-54,Direct,Android,Inactive
U140074,2025-06-13,Switzerland,35-44,Paid Search,Android,Inactive
U140075,2026-04-24,Spain,18-24,Affiliate,Android,Inactive
U140076,2025-10-14,Italy,18-24,Social,Android,Active
U140077,2026-06-20,Poland,25-34,Referral,Android,Active
U140078,2026-05-09,Portugal,35-44,Referral,Android,Inactive
U140079,2026-02-09,Denmark,25-34,Paid Search,iOS,Active
U140080,2025-04-06,Austria,35-44,Referral,iOS,Inactive
U140081,2026-05-12,Austria,18-24,Email,Web,Active
U140082,2025-09-11,United Kingdom,45-54,Organic,Android,Active
U140083,2026-02-18,India,35-44,Paid Search,iOS,Inactive
U140084,2026-08-07,India,35-44,Social,Android,Active
U140085,2026-01-06,Denmark,25-34,Referral,iOS,Active
U140086,2026-07-30,Denmark,35-44,Paid Search,Android,Active
U140087,2025-08-31,Germany,25-34,Paid Search,iOS,Active
U140088,2026-01-08,Denmark,55+,Affiliate,Android,Active
U140089,2025-02-08,Netherlands,25-34,Email,Android,Active
U140090,2025-12-19,France,25-34,Paid Search,Android,Active
U140091,2026-03-02,Portugal,55+,Organic,iOS,Active
U140092,2025-03-18,Netherlands,25-34,Affiliate,Android,Active
U140093,2026-05-25,Sweden,35-44,Referral,Android,Active
U140094,2026-06-01,Belgium,25-34,Paid Search,Android,Active
U140095,2025-05-20,Ireland,18-24,Direct,Android,Active
U140096,2025-09-09,Germany,18-24,Direct,Android,Active
U140097,2025-11-13,Portugal,18-24,Affiliate,Android,Inactive
U140098,2026-02-24,India,35-44,Direct,iOS,Active
U140099,2025-03-16,France,25-34,Paid Search,Android,Active
U140100,2025-01-29,Austria,55+,Affiliate,Android,Inactive
U140101,2025-02-10,Denmark,35-44,Social,Android,Active
U140102,2026-06-25,United Kingdom,45-54,Organic,iOS,Inactive
U140103,2026-05-07,India,25-34,Social,Web,Active
U140104,2025-04-10,Denmark,25-34,Organic,Web,Inactive
U140105,2025-11-16,Poland,25-34,Affiliate,Android,Inactive
U140106,2026-07-24,India,45-54,Referral,Web,Active
U140107,2026-06-07,Switzerland,25-34,Organic,iOS,Inactive
U140108,2025-07-08,Austria,35-44,Social,Android,Active
U140109,2026-03-26,Germany,25-34,Organic,iOS,Active
U140110,2025-04-04,Ireland,35-44,Social,Web,Active
U140111,2025-06-30,Belgium,35-44,Direct,iOS,Active
U140112,2025-11-17,Netherlands,25-34,Social,Web,Active
U140113,2025-10-10,Austria,35-44,Organic,Android,Active
U140114,2026-01-26,Belgium,25-34,Organic,iOS,Inactive
U140115,2025-11-17,Ireland,45-54,Organic,Web,Inactive
U140116,2026-07-24,Germany,18-24,Organic,Android,Active
U140117,2025-01-25,Sweden,25-34,Organic,Android,Active
U140118,2025-09-17,Denmark,45-54,Organic,Android,Active
U140119,2026-05-12,Portugal,25-34,Paid Search,iOS,Active
U140120,2025-08-01,United Kingdom,25-34,Paid Search,iOS,Active
U140121,2025-04-25,Denmark,25-34,Email,Web,Active
U140122,2026-03-28,Sweden,25-34,Organic,Android,Active
U140123,2026-05-05,Austria,35-44,Referral,Web,Active
U140124,2026-08-25,Poland,25-34,Email,Android,Active
U140125,2026-06-12,France,25-34,Organic,Android,Active
U140126,2026-01-20,Germany,45-54,Organic,Android,Inactive
U140127,2026-02-22,Ireland,18-24,Organic,Web,Inactive
U140128,2025-08-07,Sweden,35-44,Organic,iOS,Active
U140129,2026-07-11,Germany,55+,Organic,iOS,Active
U140130,2025-03-04,United Kingdom,25-34,Social,Android,Inactive
U140131,2025-12-16,Italy,35-44,Organic,iOS,Active
U140132,2026-01-25,Spain,25-34,Referral,iOS,Active
U140133,2026-01-12,Austria,35-44,Organic,Web,Active
U140134,2025-03-07,Poland,25-34,Referral,Web,Active
U140135,2025-04-29,Portugal,45-54,Paid Search,iOS,Active
U140136,2025-01-08,France,25-34,Organic,Web,Active
U140137,2025-01-27,Poland,18-24,Affiliate,iOS,Active
U140138,2025-10-17,Belgium,25-34,Affiliate,iOS,Active
U140139,2025-01-28,Sweden,25-34,Paid Search,iOS,Active
U140140,2025-06-08,United Kingdom,45-54,Social,Android,Inactive
U140141,2025-05-25,Austria,45-54,Referral,Web,Inactive
U140142,2026-04-12,Netherlands,55+,Social,iOS,Active
U140143,2025-04-18,United Kingdom,18-24,Social,Android,Inactive
U140144,2026-03-15,Denmark,25-34,Paid Search,iOS,Suspended
U140145,2025-07-22,Denmark,55+,Affiliate,iOS,Active
U140146,2025-10-28,Sweden,25-34,Organic,Web,Active
U140147,2026-03-14,Portugal,35-44,Referral,Web,Active
U140148,2025-01-11,France,35-44,Social,Web,Inactive
U140149,2026-08-30,Germany,25-34,Email,Web,Active
U140150,2025-04-13,Spain,45-54,Email,Web,Active
U140151,2026-05-01,Belgium,45-54,Referral,Android,Active
U140152,2025-04-20,Austria,25-34,Affiliate,Android,Active
U140153,2025-04-03,Poland,35-44,Referral,Android,Inactive
U140154,2026-06-25,Austria,35-44,Organic,iOS,Active
U140155,2026-05-22,Denmark,35-44,Social,iOS,Active
U140156,2025-06-26,Denmark,25-34,Paid Search,iOS,Inactive
U140157,2026-03-15,Belgium,18-24,Social,iOS,Inactive
U140158,2026-05-26,Spain,25-34,Organic,Android,Active
U140159,2025-04-19,Spain,25-34,Email,iOS,Active
U140160,2025-03-13,Austria,55+,Direct,Android,Suspended
U140161,2026-05-04,United Kingdom,25-34,Email,iOS,Active
U140162,2025-10-08,India,45-54,Referral,iOS,Active
U140163,2025-08-02,India,18-24,Affiliate,Android,Active
U140164,2026-04-02,Netherlands,35-44,Social,Android,Active
U140165,2026-08-10,Ireland,25-34,Affiliate,Android,Inactive
U140166,2026-02-22,Denmark,18-24,Social,Android,Active
U140167,2026-05-25,Netherlands,25-34,Email,iOS,Active
U140168,2025-11-19,Portugal,25-34,Paid Search,Android,Active
U140169,2025-06-27,Italy,25-34,Direct,Android,Active
U140170,2025-04-14,Denmark,18-24,Organic,iOS,Active
U140171,2025-04-29,France,45-54,Social,Android,Active
U140172,2026-08-05,Switzerland,35-44,Social,Android,Inactive
U140173,2025-02-26,Ireland,35-44,Referral,iOS,Inactive
U140174,2026-02-13,Denmark,45-54,Social,Android,Inactive
U140175,2026-08-01,Italy,18-24,Referral,iOS,Active
U140176,2025-02-27,Spain,35-44,Direct,Web,Active
U140177,2025-04-27,France,55+,Paid Search,Android,Suspended
U140178,2026-03-01,Denmark,25-34,Referral,Android,Active
U140179,2025-01-21,Portugal,25-34,Social,Android,Active
U140180,2025-03-20,India,18-24,Referral,iOS,Active
U140181,2026-07-13,India,35-44,Social,Web,Active
U140182,2026-08-19,Spain,45-54,Paid Search,Android,Inactive
U140183,2025-04-18,Austria,25-34,Paid Search,Android,Inactive
U140184,2025-09-28,Belgium,35-44,Paid Search,Android,Inactive
U140185,2026-04-21,Austria,25-34,Email,iOS,Active
U140186,2025-03-11,Italy,35-44,Direct,Web,Active
U140187,2026-01-22,Switzerland,35-44,Affiliate,Android,Active
U140188,2025-06-15,Portugal,25-34,Organic,iOS,Active
U140189,2025-02-27,Denmark,25-34,Paid Search,Android,Active
U140190,2026-03-27,Sweden,45-54,Organic,Web,Active
U140191,2025-09-02,Poland,25-34,Affiliate,Web,Active
U140192,2025-02-14,Belgium,35-44,Organic,Android,Active
U140193,2026-01-18,Spain,45-54,Social,Android,Active
U140194,2026-08-01,Netherlands,35-44,Referral,Android,Active
U140195,2025-03-12,Ireland,45-54,Paid Search,iOS,Active
U140196,2026-07-02,India,35-44,Email,iOS,Active
U140197,2025-08-27,India,45-54,Organic,Android,Active
U140198,2026-08-03,Poland,35-44,Social,Android,Active
U140199,2025-04-18,Ireland,25-34,Paid Search,iOS,Active
U140200,2025-07-27,Netherlands,35-44,Social,iOS,Inactive
U140201,2025-10-29,Poland,35-44,Referral,Android,Active
U140202,2026-03-06,Switzerland,45-54,Paid Search,iOS,Inactive
U140203,2025-12-14,India,25-34,Referral,Android,Active
U140204,2025-04-17,Italy,55+,Organic,iOS,Inactive
U140205,2026-06-12,United Kingdom,25-34,Organic,Web,Inactive
U140206,2026-02-10,Belgium,35-44,Organic,Web,Active
U140207,2025-09-13,Netherlands,18-24,Social,iOS,Inactive
U140208,2025-10-28,India,25-34,Direct,Android,Active
U140209,2025-05-25,Sweden,18-24,Organic,iOS,Inactive
U140210,2026-06-08,Spain,18-24,Referral,iOS,Inactive
U140211,2026-07-16,Belgium,35-44,Paid Search,Web,Active
U140212,2025-12-26,Portugal,25-34,Referral,Android,Active
U140213,2026-06-08,Belgium,18-24,Organic,Android,Active
U140214,2026-04-29,Poland,55+,Paid Search,iOS,Active
U140215,2025-07-09,Sweden,25-34,Paid Search,Android,Active
U140216,2025-10-23,United Kingdom,35-44,Organic,Android,Inactive
U140217,2025-04-03,Belgium,55+,Referral,Web,Active
U140218,2025-05-10,Italy,45-54,Referral,iOS,Active
U140219,2026-04-29,Portugal,35-44,Paid Search,iOS,Active
U140220,2026-02-13,Ireland,18-24,Social,Web,Suspended
U140221,2025-12-07,Belgium,35-44,Paid Search,Android,Inactive
U140222,2025-08-02,United Kingdom,18-24,Social,iOS,Active
U140223,2025-11-26,Spain,25-34,Affiliate,Android,Active
U140224,2025-06-24,Italy,55+,Paid Search,iOS,Active
U140225,2026-03-20,Ireland,25-34,Paid Search,Android,Active
U140226,2025-07-20,Germany,35-44,Referral,Web,Active
U140227,2025-04-08,Switzerland,25-34,Affiliate,Android,Active
U140228,2025-04-13,Ireland,25-34,Affiliate,Android,Active
U140229,2026-07-07,France,25-34,Paid Search,Android,Active
U140230,2025-05-31,India,25-34,Organic,Android,Inactive
U140231,2025-09-25,Austria,45-54,Organic,iOS,Active
U140232,2025-12-18,Italy,35-44,Organic,Android,Inactive
U140233,2026-04-12,Belgium,25-34,Organic,iOS,Inactive
U140234,2025-10-05,Belgium,25-34,Direct,Web,Active
U140235,2026-07-22,France,25-34,Paid Search,Android,Active
U140236,2025-01-16,Switzerland,55+,Referral,iOS,Active
U140237,2026-04-01,Portugal,25-34,Social,Web,Active
U140238,2025-06-28,Ireland,25-34,Direct,Android,Inactive
U140239,2025-05-14,Sweden,35-44,Affiliate,Android,Inactive
U140240,2025-09-15,Switzerland,25-34,Referral,iOS,Active
U140241,2025-03-03,Italy,25-34,Social,Web,Active
U140242,2026-04-27,United Kingdom,18-24,Affiliate,Android,Active
U140243,2026-04-22,Switzerland,45-54,Affiliate,Web,Active
U140244,2025-02-11,India,18-24,Direct,iOS,Active
U140245,2026-01-08,Poland,45-54,Organic,Android,Active
U140246,2026-01-08,Sweden,25-34,Referral,iOS,Active
U140247,2025-10-26,France,55+,Organic,iOS,Active
U140248,2025-02-21,Germany,35-44,Referral,iOS,Active
U140249,2026-01-14,Switzerland,18-24,Paid Search,Android,Active
U140250,2025-11-08,Belgium,35-44,Organic,Web,Active
U140251,2026-08-02,Sweden,45-54,Affiliate,iOS,Active
U140252,2025-02-28,Portugal,18-24,Paid Search,iOS,Active
U140253,2025-10-31,Belgium,25-34,Paid Search,Android,Active
U140254,2025-02-04,Ireland,35-44,Affiliate,Android,Active
U140255,2026-08-11,Spain,18-24,Paid Search,iOS,Active
U140256,2026-05-08,Spain,25-34,Organic,iOS,Active
U140257,2026-05-06,Sweden,18-24,Referral,Android,Active
U140258,2025-08-09,Portugal,35-44,Organic,iOS,Inactive
U140259,2026-08-20,Sweden,45-54,Direct,Android,Active
U140260,2025-05-03,Poland,25-34,Social,Android,Active
U140261,2025-04-12,Spain,25-34,Email,iOS,Inactive
U140262,2026-05-30,Italy,35-44,Organic,Android,Inactive
U140263,2025-11-09,Belgium,45-54,Social,Android,Active
U140264,2026-05-21,Germany,35-44,Organic,iOS,Inactive
U140265,2026-05-09,Netherlands,25-34,Social,Android,Inactive
U140266,2025-07-18,Austria,25-34,Paid Search,Android,Inactive
U140267,2026-05-28,Sweden,25-34,Affiliate,iOS,Active
U140268,2025-11-26,Denmark,18-24,Organic,Web,Active
U140269,2025-11-23,Netherlands,35-44,Social,Android,Active
U140270,2025-01-10,India,55+,Paid Search,Web,Active
U140271,2025-05-07,Denmark,45-54,Paid Search,iOS,Active
U140272,2025-08-19,Ireland,35-44,Referral,Android,Inactive
U140273,2025-01-15,Portugal,55+,Paid Search,Android,Inactive
U140274,2026-05-02,United Kingdom,35-44,Affiliate,Web,Suspended
U140275,2026-03-18,Portugal,45-54,Organic,Android,Active
U140276,2026-07-12,Spain,25-34,Referral,Android,Active
U140277,2025-10-01,Poland,25-34,Referral,Android,Active
U140278,2025-01-03,India,45-54,Paid Search,iOS,Inactive
U140279,2025-11-22,Denmark,25-34,Social,Android,Active
U140280,2025-09-10,Poland,35-44,Organic,iOS,Active
U140281,2026-06-18,Italy,25-34,Paid Search,Android,Active
U140282,2025-02-24,United Kingdom,35-44,Referral,iOS,Active
U140283,2026-03-24,Austria,25-34,Social,Android,Inactive
U140284,2025-10-24,Belgium,45-54,Social,Web,Active
U140285,2026-01-08,Poland,45-54,Paid Search,iOS,Inactive
U140286,2026-04-14,France,25-34,Direct,Android,Inactive
U140287,2025-05-16,India,35-44,Organic,Android,Active
U140288,2025-09-03,Austria,55+,Organic,iOS,Active
U140289,2025-03-11,Netherlands,35-44,Affiliate,Android,Active
U140290,2026-04-26,Switzerland,25-34,Email,Web,Active
U140291,2026-06-14,Denmark,18-24,Paid Search,Android,Active
U140292,2026-05-05,France,35-44,Social,Android,Active
U140293,2026-05-18,Germany,55+,Paid Search,Android,Inactive
U140294,2025-04-27,France,45-54,Email,iOS,Active
U140295,2025-09-14,India,35-44,Paid Search,Android,Active
U140296,2026-08-30,Spain,25-34,Organic,iOS,Active
U140297,2026-03-04,Germany,35-44,Referral,Web,Active
U140298,2025-04-25,Portugal,35-44,Direct,Android,Active
U140299,2026-05-09,Italy,35-44,Email,Web,Active
U140300,2025-03-03,Switzerland,45-54,Social,iOS,Inactive
U140301,2026-05-12,Ireland,25-34,Social,Android,Active
U140302,2025-03-21,France,35-44,Organic,iOS,Active
U140303,2026-04-30,Germany,35-44,Paid Search,Android,Active
U140304,2025-01-22,Portugal,55+,Social,Android,Active
U140305,2026-08-18,Belgium,18-24,Organic,iOS,Inactive
U140306,2025-11-20,Switzerland,25-34,Organic,iOS,Active
U140307,2026-06-01,Switzerland,25-34,Social,Android,Active
U140308,2025-09-18,Belgium,45-54,Paid Search,iOS,Inactive
U140309,2025-05-09,Austria,25-34,Paid Search,Android,Active
U140310,2025-10-11,India,25-34,Social,iOS,Inactive
U140311,2025-02-16,India,35-44,Organic,Web,Active
U140312,2025-07-07,Belgium,25-34,Organic,iOS,Active
U140313,2025-01-19,France,25-34,Organic,iOS,Inactive
U140314,2026-08-22,Austria,18-24,Referral,Android,Active
U140315,2025-01-08,Sweden,25-34,Organic,Android,Active
U140316,2025-02-06,Poland,35-44,Paid Search,Android,Active
U140317,2026-08-21,Portugal,35-44,Email,Android,Active
U140318,2025-03-13,United Kingdom,25-34,Direct,iOS,Active
U140319,2026-01-16,Italy,45-54,Organic,iOS,Inactive
U140320,2025-09-23,Poland,25-34,Organic,Android,Inactive
U140321,2025-03-08,Ireland,45-54,Organic,Web,Active
U140322,2025-03-05,United Kingdom,45-54,Social,iOS,Active
U140323,2025-01-30,Italy,25-34,Social,iOS,Active
U140324,2026-07-11,India,45-54,Referral,iOS,Inactive
U140325,2025-01-16,France,18-24,Direct,Android,Active
U140326,2025-10-05,France,25-34,Affiliate,Android,Active
U140327,2025-10-04,Italy,25-34,Organic,Android,Active
U140328,2025-08-09,Italy,25-34,Organic,Android,Active
U140329,2025-07-12,Spain,25-34,Organic,Web,Inactive
U140330,2025-01-24,Ireland,18-24,Paid Search,Android,Inactive
U140331,2025-05-21,Sweden,45-54,Organic,iOS,Suspended
U140332,2025-01-26,Ireland,25-34,Email,Android,Active
U140333,2025-04-08,Poland,18-24,Email,iOS,Inactive
U140334,2025-10-03,Ireland,25-34,Social,Web,Active
U140335,2026-07-27,Belgium,18-24,Email,iOS,Inactive
U140336,2025-08-31,Denmark,18-24,Email,iOS,Active
U140337,2026-03-09,United Kingdom,45-54,Paid Search,Android,Active
U140338,2025-01-09,Belgium,18-24,Social,Android,Active
U140339,2025-09-29,Austria,45-54,Organic,Android,Active
U140340,2025-02-01,Netherlands,25-34,Direct,Android,Active
U140341,2026-08-28,Ireland,55+,Referral,Web,Active
U140342,2026-04-24,Spain,45-54,Affiliate,Android,Active
U140343,2025-05-08,Italy,25-34,Direct,Web,Active
U140344,2025-01-17,France,25-34,Organic,Web,Inactive
U140345,2026-07-07,Italy,25-34,Paid Search,iOS,Inactive
U140346,2026-04-18,United Kingdom,25-34,Paid Search,iOS,Active
U140347,2025-10-28,Austria,25-34,Social,Android,Active
U140348,2025-02-11,Germany,35-44,Paid Search,iOS,Active
U140349,2025-02-21,Switzerland,35-44,Organic,iOS,Inactive
U140350,2025-07-07,Italy,25-34,Referral,Android,Inactive
U140351,2025-05-31,Austria,45-54,Affiliate,iOS,Active
U140352,2025-09-01,Switzerland,45-54,Organic,Android,Inactive
U140353,2026-05-06,Italy,35-44,Social,Android,Active
U140354,2025-05-07,Germany,25-34,Organic,Android,Active
U140355,2026-02-13,India,25-34,Social,Web,Inactive
U140356,2025-12-10,Germany,25-34,Paid Search,Android,Active
U140357,2026-08-14,Ireland,45-54,Social,Android,Active
U140358,2025-04-08,India,45-54,Organic,Android,Active
U140359,2025-03-09,Switzerland,18-24,Social,Android,Active
U140360,2025-01-28,Austria,18-24,Affiliate,Android,Active
U140361,2025-01-29,Poland,45-54,Referral,Android,Active
U140362,2025-07-31,United Kingdom,25-34,Social,Android,Active
U140363,2026-04-25,Netherlands,25-34,Referral,Android,Active
U140364,2025-03-13,Denmark,55+,Organic,Android,Active
U140365,2026-05-06,Spain,25-34,Organic,Android,Active
U140366,2025-04-20,Portugal,45-54,Email,Web,Active
U140367,2025-04-23,United Kingdom,25-34,Direct,Android,Active
U140368,2026-02-01,Portugal,35-44,Email,Android,Inactive
U140369,2025-08-20,Italy,35-44,Paid Search,Android,Active
U140370,2025-02-12,Ireland,35-44,Referral,Android,Suspended
U140371,2025-09-22,Netherlands,25-34,Paid Search,Web,Suspended
U140372,2025-02-15,India,25-34,Organic,Android,Active
U140373,2026-07-24,Germany,18-24,Paid Search,Android,Inactive
U140374,2025-08-13,Ireland,35-44,Organic,Web,Inactive
U140375,2025-04-11,Denmark,35-44,Organic,Android,Active
U140376,2025-10-08,Sweden,18-24,Organic,iOS,Active
U140377,2025-08-26,India,35-44,Social,Web,Active
U140378,2026-08-24,Ireland,25-34,Referral,iOS,Active
U140379,2025-09-03,Belgium,18-24,Referral,iOS,Active
U140380,2025-04-09,Sweden,35-44,Paid Search,Android,Inactive
U140381,2025-07-19,Spain,25-34,Organic,iOS,Active
U140382,2025-09-13,Denmark,35-44,Social,iOS,Active
U140383,2026-03-13,Sweden,35-44,Organic,Web,Active
U140384,2026-05-09,Denmark,55+,Paid Search,Android,Inactive
U140385,2026-03-12,Portugal,25-34,Affiliate,Android,Inactive
U140386,2025-01-24,Denmark,25-34,Referral,Web,Active
U140387,2025-12-29,Ireland,25-34,Organic,iOS,Inactive
U140388,2025-09-27,Ireland,35-44,Direct,Android,Inactive
U140389,2025-08-16,Germany,45-54,Social,Web,Inactive
U140390,2025-05-08,Sweden,35-44,Referral,Android,Active
U140391,2026-06-27,Italy,25-34,Email,iOS,Inactive
U140392,2025-02-27,Poland,35-44,Social,Web,Active
U140393,2025-11-21,France,25-34,Paid Search,Android,Active
U140394,2025-04-16,France,35-44,Direct,iOS,Inactive
U140395,2026-03-13,France,35-44,Affiliate,Web,Inactive
U140396,2025-03-26,France,55+,Affiliate,Android,Inactive
U140397,2025-01-02,Portugal,35-44,Organic,iOS,Inactive
U140398,2026-03-13,Netherlands,35-44,Direct,iOS,Inactive
U140399,2026-03-27,Belgium,35-44,Organic,iOS,Active
U140400,2026-07-19,France,45-54,Organic,Web,Inactive
U140401,2026-03-17,Poland,35-44,Direct,Android,Inactive
U140402,2025-08-10,Germany,25-34,Referral,Android,Active
U140403,2025-01-25,Sweden,25-34,Email,iOS,Active
U140404,2025-02-04,Portugal,45-54,Social,iOS,Inactive
U140405,2025-12-09,Ireland,45-54,Social,iOS,Active
U140406,2026-01-01,Sweden,25-34,Organic,Android,Active
U140407,2025-12-02,Poland,25-34,Social,iOS,Inactive
U140408,2026-03-09,Switzerland,25-34,Referral,iOS,Inactive
U140409,2026-04-02,Switzerland,25-34,Email,Android,Inactive
U140410,2026-04-24,Portugal,35-44,Email,iOS,Inactive
U140411,2026-02-02,Spain,35-44,Affiliate,iOS,Active
U140412,2025-12-09,Portugal,18-24,Social,Android,Active
U140413,2025-10-07,France,25-34,Organic,iOS,Active
U140414,2025-12-18,Ireland,18-24,Organic,Android,Inactive
U140415,2025-07-16,Belgium,35-44,Organic,Android,Inactive
U140416,2025-08-13,France,35-44,Social,Web,Active
U140417,2025-02-16,Belgium,25-34,Referral,iOS,Active
U140418,2025-07-04,Ireland,35-44,Paid Search,Web,Active
U140419,2025-06-11,Netherlands,25-34,Organic,Android,Active
U140420,2025-10-22,India,25-34,Social,Web,Active
U140421,2025-04-02,India,35-44,Organic,Android,Active
U140422,2026-08-10,Spain,45-54,Social,Android,Inactive
U140423,2025-06-17,Denmark,25-34,Paid Search,iOS,Active
U140424,2025-09-15,Austria,35-44,Direct,iOS,Active
U140425,2026-07-11,Denmark,25-34,Organic,iOS,Active
U140426,2025-11-05,Sweden,18-24,Organic,Web,Active
U140427,2025-05-09,Austria,25-34,Organic,iOS,Suspended
U140428,2026-07-04,Italy,45-54,Social,iOS,Active
U140429,2026-07-23,Austria,45-54,Affiliate,iOS,Active
U140430,2025-06-10,Switzerland,25-34,Referral,Web,Active
U140431,2025-06-25,Switzerland,18-24,Affiliate,iOS,Active
U140432,2025-10-15,Denmark,45-54,Paid Search,Android,Inactive
U140433,2026-02-09,Austria,35-44,Social,iOS,Active
U140434,2026-08-03,Germany,18-24,Direct,iOS,Active
U140435,2025-12-06,Portugal,35-44,Paid Search,Android,Active
U140436,2025-09-25,United Kingdom,35-44,Referral,iOS,Active
U140437,2025-08-06,France,25-34,Social,iOS,Active
U140438,2025-06-13,Germany,18-24,Organic,iOS,Inactive
U140439,2026-01-26,Netherlands,45-54,Email,Android,Active
U140440,2026-02-21,Italy,25-34,Organic,iOS,Active
U140441,2025-02-17,Austria,35-44,Organic,iOS,Active
U140442,2025-07-13,India,25-34,Paid Search,iOS,Active
U140443,2025-03-25,Switzerland,35-44,Referral,Android,Active
U140444,2025-02-16,United Kingdom,18-24,Email,Android,Active
U140445,2025-08-22,France,45-54,Paid Search,Android,Active
U140446,2025-10-26,India,35-44,Referral,iOS,Active
U140447,2025-05-27,Denmark,18-24,Direct,Android,Inactive
U140448,2025-07-15,United Kingdom,35-44,Paid Search,Android,Active
