session_id,user_id,session_date,session_duration_sec,screens_viewed,device_type,app_version
S633897,U122668,2025-09-01,168.0,6,iOS,5.1.0
S633898,U126269,2026-02-28,380.0,3,iOS,5.2.0
S633899,U134098,2025-07-12,285.0,10,Android,5.4.1
S633900,U115153,2025-07-22,165.0,8,Android,5.1.0
S633901,U117140,2026-03-22,530.0,6,Web,5.1.0
S633902,U136303,2025-06-18,303.0,4,Android,5.3.0
S633903,U126782,2025-05-25,638.0,7,iOS,5.4.0
S633904,U141304,2026-07-09,173.0,3,Android,5.3.0
S633905,U132147,2025-12-30,443.0,4,Android,5.3.0
S633906,U125513,2026-01-17,706.0,5,Android,5.4.1
S633907,U105812,2025-12-08,166.0,6,iOS,5.2.0
S633908,U145584,2026-05-19,172.0,6,Android,5.2.0
S633909,U140551,2025-07-22,560.0,7,Android,5.4.0
S633910,U117001,2025-06-10,696.0,12,Android,5.4.0
S633911,U131568,2026-04-16,150.0,9,iOS,5.4.0
S633912,U130246,2025-11-04,278.0,8,Web,5.2.0
S633913,U134520,2025-11-06,642.0,9,Web,5.3.0
S633914,U127830,2025-08-30,394.0,9,iOS,5.2.0
S633915,U111559,2026-03-18,315.0,8,Android,5.1.0
S633916,U134418,2026-04-18,300.0,8,iOS,5.3.0
S633917,U133049,2026-01-08,337.0,6,Web,5.1.0
S633918,U101975,2025-02-25,252.0,5,Android,5.4.0
S633919,U141919,2025-07-25,917.0,3,Web,5.4.0
S633920,U123141,2026-02-14,132.0,6,Android,5.1.0
S633921,U139311,2026-04-01,152.0,11,Web,5.2.0
S633922,U108180,2025-02-16,430.0,8,Web,5.3.0
S633923,U105467,2026-03-30,193.0,7,Android,5.4.0
S633924,U113711,2026-04-28,847.0,10,iOS,5.3.0
S633925,U102973,2025-10-05,239.0,11,Android,5.4.1
S633926,U108349,2026-02-17,208.0,9,Android,5.2.0
S633927,U115995,2026-08-07,232.0,3,Android,5.4.1
S633928,U137516,2026-06-29,441.0,5,Android,5.3.0
S633929,U136176,2025-12-20,175.0,11,iOS,5.1.0
S633930,U120683,2025-09-05,144.0,8,iOS,5.4.1
S633931,U134792,2026-07-17,146.0,6,iOS,5.4.1
S633932,U112501,2025-12-08,278.0,8,iOS,5.1.0
S633933,U139294,2025-11-21,301.0,6,Android,5.4.0
S633934,U125461,2025-11-08,336.0,5,iOS,5.3.0
S633935,U107188,2026-01-09,195.0,5,Web,5.4.1
S633936,U131470,2026-06-01,433.0,4,Android,5.1.0
S633937,U101669,2026-02-28,423.0,1,iOS,5.2.0
S633938,U107973,2026-08-01,153.0,5,Android,5.4.1
S633939,U116885,2026-06-21,513.0,5,Android,5.4.0
S633940,U104831,2026-07-04,390.0,9,Android,5.4.1
S633941,U100656,2026-03-09,164.0,5,Android,5.2.0
S633942,U104722,2026-03-29,300.0,6,Android,5.2.0
S633943,U116602,2026-07-03,124.0,6,Android,5.4.0
S633944,U116194,2026-08-14,230.0,7,Android,5.3.0
S633945,U140995,2026-02-27,109.0,5,Android,5.4.1
S633946,U126267,2026-08-30,392.0,9,Android,5.4.1
S633947,U128561,2025-12-06,282.0,4,iOS,5.4.0
S633948,U136333,2025-08-04,102.0,8,Android,5.2.0
S633949,U141080,2026-03-23,340.0,4,Android,5.2.0
S633950,U131176,2026-02-21,142.0,9,Web,5.4.0
S633951,U130929,2026-05-29,132.0,9,Android,5.4.0
S633952,U117149,2025-09-04,271.0,8,iOS,5.3.0
S633953,U140349,2026-04-11,292.0,6,iOS,5.2.0
S633954,U125514,2026-08-31,267.0,9,Android,5.4.0
S633955,U140370,2025-03-29,162.0,5,iOS,5.4.0
S633956,U116097,2026-06-19,68.0,6,iOS,5.4.0
S633957,U107882,2026-01-26,185.0,5,Android,5.2.0
S633958,U118859,2026-02-07,671.0,10,Web,5.3.0
S633959,U142896,2025-08-16,492.0,3,Android,5.4.0
S633960,U122322,2026-05-11,832.0,6,iOS,5.4.0
S633961,U127693,2025-11-28,145.0,6,Android,5.3.0
S633962,U105024,2025-12-06,717.0,8,Android,5.4.0
S633963,U129993,2026-06-18,331.0,4,iOS,5.4.1
S633964,U132422,2025-07-06,294.0,6,iOS,5.3.0
S633965,U104014,2026-04-10,336.0,6,iOS,5.2.0
S633966,U149926,2025-08-07,218.0,15,iOS,5.4.0
S633967,U137739,2025-09-02,138.0,6,iOS,5.3.0
S633968,U139754,2026-05-02,242.0,6,Android,5.3.0
S633969,U126126,2026-08-01,268.0,7,Android,5.4.0
S633970,U137387,2025-08-09,193.0,3,iOS,5.4.0
S633971,U143184,2026-04-26,774.0,5,Web,5.4.0
S633972,U126025,2025-09-23,1288.0,5,Web,5.4.1
S633973,U114250,2026-02-26,437.0,9,iOS,5.4.0
S633974,U138008,2026-03-12,270.0,6,iOS,5.4.1
S633975,U105091,2026-03-05,270.0,7,Web,5.3.0
S633976,U129069,2026-06-10,124.0,9,Android,5.3.0
S633977,U124455,2026-02-07,105.0,6,iOS,5.4.1
S633978,U121562,2026-06-30,222.0,5,iOS,5.1.0
S633979,U143462,2025-06-19,108.0,12,iOS,5.2.0
S633980,U117997,2026-04-17,387.0,4,iOS,5.2.0
S633981,U125112,2026-05-03,200.0,9,iOS,5.1.0
S633982,U148689,2026-04-14,162.0,9,Android,5.1.0
S633983,U112935,2026-08-04,479.0,3,iOS,5.3.0
S633984,U131445,2025-11-13,572.0,8,iOS,5.4.1
S633985,U132965,2025-04-14,122.0,9,iOS,5.3.0
S633986,U119387,2025-07-20,647.0,5,iOS,5.4.1
S633987,U146327,2026-07-31,144.0,12,iOS,5.4.0
S633988,U139035,2026-01-21,660.0,7,Web,5.4.0
S633989,U108562,2026-02-15,511.0,11,iOS,5.2.0
S633990,U128610,2025-12-05,407.0,6,Android,5.4.0
S633991,U148416,2026-04-08,92.0,13,Android,5.2.0
S633992,U132251,2025-10-17,135.0,8,Android,5.4.0
S633993,U145290,2026-06-05,1023.0,10,iOS,5.3.0
S633994,U135482,2026-07-20,344.0,7,Android,5.4.0
S633995,U145186,2026-03-21,633.0,8,Web,5.3.0
S633996,U136260,2026-03-21,93.0,6,iOS,5.2.0
S633997,U130626,2025-11-19,259.0,6,Web,5.4.0
S633998,U116255,2026-01-21,417.0,6,iOS,5.4.1
S633999,U104786,2026-07-31,175.0,7,iOS,5.4.1
S634000,U125917,2026-05-25,510.0,8,Android,5.1.0
S634001,U106594,2025-02-23,258.0,6,Web,5.3.0
S634002,U141872,2026-05-12,242.0,9,iOS,5.4.1
S634003,U129946,2025-06-09,290.0,5,Android,5.4.0
S634004,U113895,2026-04-06,226.0,7,Web,5.4.1
S634005,U116661,2025-08-10,236.0,10,Android,5.4.0
S634006,U103656,2026-06-26,579.0,7,Android,5.4.1
S634007,U136838,2026-08-30,339.0,7,iOS,5.1.0
S634008,U108467,2026-03-27,224.0,5,iOS,5.4.0
S634009,U106717,2026-01-08,998.0,13,iOS,5.2.0
S634010,U136240,2025-12-08,137.0,8,iOS,5.4.1
S634011,U101788,2025-04-08,141.0,10,Android,5.3.0
S634012,U148119,2026-06-03,440.0,6,iOS,5.3.0
S634013,U123182,2026-03-11,307.0,5,Android,5.2.0
S634014,U144531,2025-12-27,114.0,8,Web,5.4.0
S634015,U146767,2026-02-06,514.0,7,Android,5.4.0
S634016,U147107,2025-11-22,873.0,9,iOS,5.1.0
S634017,U132604,2026-07-08,214.0,6,Android,5.4.1
S634018,U127487,2026-05-15,450.0,9,iOS,5.2.0
S634019,U110312,2025-06-25,562.0,3,Android,5.3.0
S634020,U125333,2025-10-04,387.0,4,iOS,5.2.0
S634021,U113591,2025-10-11,180.0,6,Android,5.4.1
S634022,U117378,2025-08-25,292.0,5,iOS,5.2.0
S634023,U113732,2026-02-10,306.0,7,iOS,5.4.0
S634024,U134451,2026-04-30,107.0,7,Android,5.4.1
S634025,U136221,2025-08-05,386.0,7,iOS,5.3.0
S634026,U129869,2026-04-07,201.0,8,Android,5.1.0
S634027,U117860,2025-02-25,315.0,6,Android,5.4.1
S634028,U139949,2026-08-29,377.0,6,Web,5.3.0
S634029,U118860,2026-01-29,277.0,8,Web,5.2.0
S634030,U134448,2026-08-02,117.0,8,Web,5.4.1
S634031,U108285,2026-02-04,195.0,6,Android,5.2.0
S634032,U127099,2026-05-24,192.0,3,Web,5.1.0
S634033,U106226,2026-01-05,384.0,10,iOS,5.3.0
S634034,U108377,2026-08-26,284.0,10,iOS,5.3.0
S634035,U114117,2026-03-21,358.0,5,iOS,5.4.0
S634036,U130777,2026-08-12,180.0,6,Android,5.4.0
S634037,U119911,2026-04-02,272.0,5,Android,5.2.0
S634038,U101550,2026-06-10,1078.0,9,Web,5.4.1
S634039,U117050,2026-06-02,113.0,8,Android,5.4.0
S634040,U117654,2025-07-18,335.0,7,Android,5.4.0
S634041,U145162,2026-04-15,183.0,12,iOS,5.4.1
S634042,U129656,2026-01-29,198.0,3,Android,5.2.0
S634043,U127543,2026-08-08,145.0,8,iOS,5.2.0
S634044,U113907,2026-02-03,518.0,5,iOS,5.1.0
S634045,U102777,2026-06-14,432.0,3,Web,5.3.0
S634046,U144561,2025-06-16,1359.0,8,Web,5.4.0
S634047,U117944,2025-10-10,108.0,7,iOS,5.3.0
S634048,U113302,2026-05-15,318.0,11,Web,5.3.0
S634049,U127803,2026-05-04,266.0,11,Web,5.4.1
S634050,U100572,2026-03-25,1165.0,8,Web,5.4.0
S634051,U127284,2025-09-03,78.0,6,iOS,5.2.0
S634052,U115123,2025-11-19,433.0,10,iOS,5.4.0
S634053,U136918,2026-07-16,134.0,9,Android,5.2.0
S634054,U141343,2025-12-24,492.0,6,Web,5.1.0
S634055,U129754,2025-11-20,394.0,8,iOS,5.4.0
S634056,U102240,2025-07-23,190.0,4,Android,5.3.0
S634057,U115019,2025-10-10,247.0,4,iOS,5.4.1
S634058,U135765,2025-07-24,162.0,7,iOS,5.1.0
S634059,U124212,2026-02-01,208.0,9,Android,5.4.0
S634060,U130689,2026-05-18,325.0,11,iOS,5.4.0
S634061,U146414,2025-07-02,217.0,8,Android,5.1.0
S634062,U117275,2026-05-22,452.0,5,Android,5.3.0
S634063,U134856,2025-10-11,373.0,6,iOS,5.1.0
S634064,U141333,2026-01-15,323.0,5,Android,5.4.0
S634065,U103427,2026-04-13,243.0,7,iOS,5.4.0
S634066,U132817,2026-07-19,477.0,3,Web,5.3.0
S634067,U114580,2025-12-19,224.0,7,Web,5.4.0
S634068,U115436,2026-08-03,1002.0,6,iOS,5.4.1
S634069,U104870,2026-07-22,407.0,8,Web,5.1.0
S634070,U140474,2026-03-25,222.0,5,iOS,5.4.0
S634071,U141348,2025-11-11,119.0,8,iOS,5.3.0
S634072,U137219,2026-03-10,444.0,7,iOS,5.3.0
S634073,U103125,2025-07-25,243.0,7,iOS,5.4.0
S634074,U102719,2026-04-11,1049.0,8,iOS,5.4.0
S634075,U125348,2025-10-11,435.0,5,iOS,5.4.1
S634076,U111807,2025-05-10,576.0,9,iOS,5.4.1
S634077,U131213,2026-08-01,321.0,9,Android,5.3.0
S634078,U104177,2026-05-25,292.0,5,Android,5.2.0
S634079,U124355,2025-12-28,173.0,8,Android,5.3.0
S634080,U142954,2026-02-28,215.0,11,Android,5.2.0
S634081,U102263,2026-04-30,130.0,7,iOS,5.1.0
S634082,U116054,2026-03-25,316.0,11,iOS,5.3.0
S634083,U143718,2026-05-29,398.0,9,iOS,5.1.0
S634084,U141051,2025-12-01,468.0,4,iOS,5.3.0
S634085,U134701,2025-11-22,465.0,10,Android,5.4.0
S634086,U133404,2025-11-21,190.0,10,Android,5.4.0
S634087,U115665,2026-05-15,665.0,11,Android,5.3.0
S634088,U146041,2026-06-04,844.0,4,iOS,5.4.0
S634089,U116283,2025-11-10,465.0,4,Android,5.4.1
S634090,U131954,2026-08-05,175.0,8,Android,5.2.0
S634091,U128571,2026-03-04,165.0,7,Android,5.4.1
S634092,U133222,2026-05-04,411.0,7,Web,5.2.0
S634093,U134989,2026-06-22,388.0,5,Android,5.4.0
S634094,U135666,2025-04-11,530.0,8,Android,5.4.1
S634095,U120954,2025-12-17,234.0,4,Android,5.4.1
S634096,U129650,2025-07-28,174.0,5,iOS,5.4.0
S634097,U124440,2025-05-23,442.0,8,Android,5.2.0
S634098,U138161,2026-07-02,1458.0,5,iOS,5.4.1
S634099,U104017,2026-04-02,544.0,6,Web,5.4.0
S634100,U121397,2025-07-11,1210.0,5,iOS,5.1.0
S634101,U102704,2025-08-27,203.0,8,Web,5.4.1
S634102,U138929,2026-02-17,902.0,7,iOS,5.3.0
S634103,U135911,2026-07-28,1055.0,6,iOS,5.2.0
S634104,U135430,2026-07-15,237.0,11,Android,5.3.0
S634105,U141222,2026-02-07,249.0,8,iOS,5.4.1
S634106,U124587,2025-07-05,157.0,9,Android,5.3.0
S634107,U142717,2026-01-03,296.0,9,Android,5.3.0
S634108,U101356,2025-12-08,109.0,8,Android,5.3.0
S634109,U115742,2026-02-22,133.0,7,iOS,5.4.0
S634110,U106363,2026-03-22,259.0,9,iOS,5.4.0
S634111,U136678,2026-02-15,124.0,5,iOS,5.4.1
S634112,U122720,2026-03-22,201.0,8,Android,5.3.0
S634113,U126699,2025-08-06,513.0,10,iOS,5.4.0
S634114,U103405,2026-03-11,424.0,11,iOS,5.3.0
S634115,U146941,2025-12-06,160.0,3,Android,5.4.1
S634116,U108046,2026-04-07,270.0,13,Android,5.2.0
S634117,U140453,2026-01-18,464.0,8,Android,5.2.0
S634118,U137249,2026-04-20,263.0,5,Android,5.4.1
S634119,U139949,2026-03-19,191.0,4,iOS,5.3.0
S634120,U110103,2025-08-15,471.0,8,iOS,5.4.1
S634121,U117400,2025-03-04,502.0,9,Android,5.1.0
S634122,U123922,2026-07-29,181.0,3,Web,5.3.0
S634123,U108454,2025-11-21,518.0,11,Android,5.1.0
S634124,U142960,2026-04-11,281.0,10,iOS,5.4.0
S634125,U101695,2025-11-21,306.0,3,Web,5.4.0
S634126,U114449,2025-09-16,484.0,7,Android,5.1.0
S634127,U110289,2026-02-28,177.0,7,Web,5.4.0
S634128,U137310,2026-05-22,174.0,9,Web,5.4.0
S634129,U105269,2025-08-05,519.0,12,iOS,5.4.1
S634130,U102731,2025-08-04,163.0,10,Android,5.4.1
S634131,U125133,2025-12-30,708.0,3,iOS,5.4.0
S634132,U131205,2026-07-09,337.0,4,Android,5.3.0
S634133,U145349,2026-07-07,230.0,4,iOS,5.4.0
S634134,U132035,2026-07-22,703.0,12,iOS,5.2.0
S634135,U101739,2025-08-14,277.0,5,Android,5.4.1
S634136,U129167,2025-09-10,334.0,7,Android,5.4.0
S634137,U143038,2026-04-14,593.0,9,Web,5.4.0
S634138,U136513,2026-06-12,113.0,6,iOS,5.3.0
S634139,U149389,2025-12-25,280.0,4,iOS,5.4.1
S634140,U147432,2025-06-01,299.0,8,iOS,5.4.0
S634141,U104850,2025-11-27,124.0,4,iOS,5.4.1
S634142,U121911,2025-02-28,208.0,7,Android,5.4.1
S634143,U141441,2026-04-25,416.0,4,Web,5.3.0
S634144,U100049,2026-05-17,324.0,9,Android,5.1.0
S634145,U148965,2025-12-18,728.0,3,Android,5.4.0
S634146,U105893,2025-05-22,836.0,11,iOS,5.1.0
S634147,U116750,2025-04-07,330.0,5,Web,5.3.0
S634148,U118940,2025-07-13,589.0,10,iOS,5.2.0
S634149,U139056,2025-12-25,2576.0,7,iOS,5.3.0
S634150,U148939,2025-12-15,88.0,5,Web,5.3.0
S634151,U102394,2026-07-28,156.0,4,iOS,5.2.0
S634152,U136931,2025-09-08,168.0,8,Web,5.3.0
S634153,U120921,2025-08-15,76.0,12,iOS,5.4.1
S634154,U146872,2026-07-20,360.0,8,iOS,5.1.0
S634155,U139685,2026-07-20,288.0,11,Web,5.4.0
S634156,U146037,2025-08-13,389.0,4,iOS,5.4.1
S634157,U143502,2026-08-08,134.0,8,Android,5.3.0
S634158,U115070,2025-07-05,284.0,7,Android,5.3.0
S634159,U143129,2025-02-14,353.0,5,Android,5.4.1
S634160,U127617,2025-05-03,158.0,10,iOS,5.4.1
S634161,U117254,2026-05-06,232.0,11,iOS,5.3.0
S634162,U109265,2025-06-20,128.0,7,iOS,5.4.0
S634163,U101342,2026-06-20,394.0,8,iOS,5.3.0
S634164,U138258,2025-12-02,382.0,3,iOS,5.2.0
S634165,U149081,2026-08-15,402.0,6,iOS,5.4.1
S634166,U130051,2025-09-13,170.0,10,iOS,5.4.0
S634167,U143499,2025-06-07,151.0,12,Android,5.1.0
S634168,U113754,2026-05-01,479.0,4,iOS,5.4.1
S634169,U133605,2025-04-21,285.0,4,iOS,5.4.0
S634170,U101578,2025-01-27,461.0,14,Android,5.4.1
S634171,U133180,2026-02-16,178.0,8,Android,5.2.0
S634172,U139205,2026-03-09,291.0,8,Web,5.4.0
S634173,U131311,2026-02-10,399.0,7,iOS,5.4.0
S634174,U127823,2026-08-02,484.0,5,iOS,5.2.0
S634175,U126247,2026-04-10,72.0,9,Web,5.1.0
S634176,U114974,2026-05-08,260.0,5,iOS,5.4.0
S634177,U148130,2025-10-27,167.0,5,Android,5.4.0
S634178,U116231,2025-06-27,378.0,6,iOS,5.4.0
S634179,U124857,2026-05-11,464.0,7,iOS,5.4.1
S634180,U129499,2026-01-17,584.0,4,Android,5.4.0
S634181,U102611,2025-11-26,289.0,5,Web,5.2.0
S634182,U107433,2026-07-28,1179.0,4,Android,5.2.0
S634183,U149134,2025-11-27,278.0,5,iOS,5.4.0
S634184,U121824,2025-02-24,363.0,4,iOS,5.1.0
S634185,U120850,2025-11-05,413.0,8,iOS,5.4.0
S634186,U148841,2025-11-01,289.0,5,Android,5.1.0
S634187,U102438,2026-06-06,453.0,6,iOS,5.4.0
S634188,U123044,2025-07-27,456.0,7,Android,5.4.1
S634189,U146779,2025-06-24,815.0,4,Android,5.1.0
S634190,U139484,2026-02-13,1258.0,7,Android,5.1.0
S634191,U128170,2025-10-12,43.0,5,Android,5.3.0
S634192,U139743,2025-09-20,598.0,8,Android,5.2.0
S634193,U139821,2025-08-13,312.0,5,iOS,5.3.0
S634194,U125965,2026-08-13,291.0,2,Android,5.3.0
S634195,U140679,2026-07-28,89.0,10,Android,5.1.0
S634196,U100935,2026-06-28,169.0,8,iOS,5.1.0
S634197,U102846,2026-07-06,297.0,8,Android,5.4.0
S634198,U148701,2026-05-31,455.0,11,iOS,5.4.0
S634199,U125227,2025-06-07,394.0,9,Web,5.4.0
S634200,U134573,2025-11-15,239.0,8,Android,5.1.0
S634201,U147850,2026-07-26,1012.0,7,iOS,5.4.1
S634202,U117835,2025-12-14,296.0,5,Web,5.3.0
S634203,U115420,2026-07-07,176.0,7,iOS,5.4.1
S634204,U142941,2026-05-02,121.0,4,iOS,5.4.0
S634205,U101749,2026-07-15,800.0,12,Web,5.4.0
S634206,U110581,2026-02-26,419.0,5,Android,5.1.0
S634207,U104492,2026-08-24,220.0,4,Android,5.4.0
S634208,U141764,2025-08-07,223.0,5,Android,5.4.0
S634209,U137150,2026-08-08,153.0,4,Web,5.4.0
S634210,U145922,2025-11-02,294.0,7,iOS,5.2.0
S634211,U127711,2025-10-15,457.0,8,Android,5.4.1
S634212,U128871,2026-03-05,338.0,6,Android,5.4.0
S634213,U117900,2026-03-03,320.0,6,Android,5.3.0
S634214,U122327,2026-01-08,397.0,7,Web,5.3.0
S634215,U142891,2026-06-17,507.0,7,Web,5.4.1
S634216,U112932,2025-11-25,291.0,6,Web,5.3.0
S634217,U123852,2026-02-01,187.0,7,iOS,5.2.0
S634218,U112169,2026-01-22,109.0,7,Android,5.4.1
S634219,U112004,2026-06-01,287.0,13,iOS,5.4.0
S634220,U140915,2026-01-21,136.0,4,iOS,5.4.0
S634221,U121100,2026-06-06,144.0,7,Android,5.3.0
S634222,U111430,2026-07-01,428.0,6,Web,5.4.0
S634223,U148640,2025-11-09,643.0,6,Android,5.4.1
S634224,U136263,2025-11-07,667.0,6,Android,5.3.0
S634225,U131636,2026-06-15,120.0,14,Web,5.4.0
S634226,U149881,2025-11-09,222.0,5,Android,5.4.1
S634227,U120493,2026-05-02,496.0,9,iOS,5.4.0
S634228,U119797,2026-07-17,453.0,4,Android,5.4.0
S634229,U101041,2026-07-31,103.0,3,iOS,5.4.1
S634230,U128324,2026-07-25,645.0,8,Android,5.1.0
S634231,U144180,2026-06-23,252.0,7,Android,5.3.0
S634232,U129434,2025-09-27,1076.0,4,Web,5.2.0
S634233,U136377,2025-08-13,359.0,7,Android,5.4.0
S634234,U110788,2025-09-17,368.0,8,Android,5.4.1
S634235,U110806,2026-03-24,1760.0,7,iOS,5.4.1
S634236,U133659,2026-01-07,845.0,9,Android,5.4.0
S634237,U102603,2026-07-09,137.0,8,iOS,5.4.0
S634238,U109062,2026-01-11,229.0,5,Android,5.4.0
S634239,U113493,2025-12-16,272.0,11,Web,5.3.0
S634240,U119459,2025-09-04,514.0,5,Android,5.4.1
S634241,U129002,2025-10-04,119.0,7,Web,5.2.0
S634242,U110409,2026-05-30,447.0,6,iOS,5.4.0
S634243,U110015,2026-08-25,272.0,9,iOS,5.3.0
S634244,U110290,2026-03-08,123.0,8,Android,5.3.0
S634245,U135588,2025-01-31,960.0,10,iOS,5.4.0
S634246,U133864,2026-06-16,156.0,12,Android,5.4.1
S634247,U123235,2026-05-10,372.0,12,Web,5.2.0
S634248,U148175,2025-07-06,237.0,4,Android,5.3.0
S634249,U128447,2025-08-15,173.0,9,iOS,5.2.0
S634250,U146239,2026-03-08,756.0,7,Android,5.4.0
S634251,U127009,2025-10-07,229.0,7,iOS,5.4.0
S634252,U119380,2025-10-30,736.0,7,Web,5.4.1
S634253,U148354,2025-06-12,1511.0,6,Android,5.4.1
S634254,U111623,2026-08-15,618.0,5,Android,5.4.0
S634255,U127065,2025-09-04,155.0,8,Android,5.1.0
S634256,U119762,2025-07-10,393.0,3,iOS,5.4.0
S634257,U130483,2026-05-10,352.0,5,iOS,5.3.0
S634258,U143671,2025-12-05,116.0,7,iOS,5.2.0
S634259,U100309,2025-08-10,269.0,10,Android,5.1.0
S634260,U139255,2025-10-12,443.0,6,iOS,5.3.0
S634261,U111549,2025-04-27,262.0,7,iOS,5.2.0
S634262,U100676,2025-08-23,467.0,13,Web,5.4.0
S634263,U128247,2026-05-07,693.0,5,iOS,5.4.0
S634264,U119788,2026-04-03,214.0,7,iOS,5.1.0
S634265,U148762,2025-11-15,176.0,6,iOS,5.4.0
S634266,U131482,2025-09-23,355.0,7,Android,5.4.0
S634267,U144170,2025-06-13,1247.0,8,iOS,5.2.0
S634268,U108699,2026-08-02,884.0,8,Web,5.3.0
S634269,U106615,2026-04-15,75.0,4,iOS,5.4.1
S634270,U127050,2026-08-16,188.0,4,Android,5.1.0
S634271,U116370,2026-02-03,185.0,6,iOS,5.4.0
S634272,U122638,2026-04-13,152.0,5,Web,5.4.0
S634273,U124353,2026-06-07,185.0,6,Android,5.2.0
S634274,U114342,2026-05-21,483.0,4,iOS,5.4.0
S634275,U109636,2026-08-11,345.0,7,Web,5.3.0
S634276,U120072,2026-01-21,164.0,14,Android,5.4.1
S634277,U100277,2026-06-08,100.0,7,iOS,5.4.0
S634278,U133242,2025-11-10,1199.0,6,Android,5.4.1
S634279,U145381,2026-07-04,349.0,9,Android,5.4.0
S634280,U117532,2025-07-21,145.0,10,iOS,5.3.0
S634281,U131851,2025-09-09,296.0,9,iOS,5.1.0
S634282,U113311,2026-07-27,245.0,8,Android,5.2.0
S634283,U119023,2026-02-18,49.0,12,iOS,5.4.1
S634284,U139215,2026-08-04,123.0,4,iOS,5.3.0
S634285,U114784,2025-08-03,375.0,8,iOS,5.4.1
S634286,U134772,2026-06-04,104.0,5,Android,5.4.0
S634287,U125973,2026-04-05,716.0,11,iOS,5.4.0
S634288,U118198,2026-07-28,,8,Android,5.4.0
S634289,U121463,2025-01-22,166.0,6,Android,5.4.0
S634290,U100452,2025-12-28,615.0,6,iOS,5.4.1
S634291,U115961,2026-07-25,535.0,6,iOS,5.2.0
S634292,U139285,2025-07-08,317.0,11,Android,5.4.1
S634293,U106160,2026-07-08,469.0,5,iOS,5.2.0
S634294,U130841,2026-01-09,311.0,11,iOS,5.4.1
S634295,U118768,2025-09-27,833.0,4,iOS,5.3.0
S634296,U125380,2025-08-06,329.0,9,Web,5.3.0
S634297,U102147,2026-04-22,124.0,5,Web,5.4.0
S634298,U130443,2026-05-05,129.0,7,Android,5.4.0
S634299,U120754,2025-12-10,257.0,7,Android,5.2.0
S634300,U106259,2025-07-18,368.0,4,Web,5.2.0
S634301,U124054,2025-08-15,178.0,5,Android,5.4.0
S634302,U114262,2026-03-18,303.0,5,iOS,5.4.0
S634303,U122740,2025-10-28,215.0,8,iOS,5.4.1
S634304,U122352,2025-12-02,576.0,6,iOS,5.4.1
S634305,U117347,2026-04-05,271.0,8,Android,5.4.1
S634306,U132779,2025-12-20,152.0,4,Android,5.3.0
S634307,U132347,2026-02-27,249.0,3,Android,5.4.1
S634308,U147073,2025-11-27,73.0,5,Android,5.1.0
S634309,U134736,2026-07-05,289.0,10,iOS,5.4.0
S634310,U102825,2026-07-30,601.0,6,Android,5.4.1
S634311,U108922,2026-01-20,164.0,8,iOS,5.3.0
S634312,U136783,2025-03-07,1331.0,5,Web,5.2.0
S634313,U120380,2026-01-11,556.0,6,iOS,5.3.0
S634314,U148310,2026-04-02,214.0,8,iOS,5.4.1
S634315,U122789,2026-06-02,483.0,9,Web,5.4.0
S634316,U129554,2026-04-20,324.0,7,iOS,5.1.0
S634317,U128676,2026-05-26,202.0,11,iOS,5.1.0
S634318,U147097,2026-02-01,189.0,10,Web,5.4.0
S634319,U117556,2026-05-13,199.0,13,Android,5.2.0
S634320,U122779,2026-05-05,213.0,6,iOS,5.1.0
S634321,U136224,2026-08-09,144.0,13,Android,5.4.0
S634322,U131746,2026-02-03,372.0,5,Web,5.4.1
S634323,U133910,2025-05-17,503.0,9,Web,5.4.0
S634324,U144884,2025-11-06,373.0,7,Android,5.1.0
S634325,U145634,2025-11-13,188.0,11,Android,5.2.0
S634326,U140619,2025-06-29,134.0,3,Android,5.4.1
S634327,U131751,2026-06-01,634.0,9,iOS,5.4.1
S634328,U122192,2026-05-30,240.0,10,Web,5.3.0
S634329,U104003,2026-06-27,504.0,3,Web,5.2.0
S634330,U125639,2026-02-27,671.0,4,Web,5.4.1
S634331,U102266,2025-11-15,304.0,10,Android,5.3.0
S634332,U142668,2026-06-22,448.0,6,Android,5.4.0
S634333,U127022,2026-07-01,329.0,4,iOS,5.3.0
S634334,U145365,2026-02-21,370.0,6,iOS,5.4.0
S634335,U122143,2026-04-20,280.0,8,iOS,5.4.1
S634336,U103504,2025-05-30,58.0,7,iOS,5.2.0
S634337,U139446,2026-03-27,480.0,5,Android,5.4.0
S634338,U118049,2025-12-11,211.0,9,Android,5.3.0
S634339,U103330,2026-03-13,278.0,7,Web,5.4.1
S634340,U115669,2026-07-20,317.0,9,iOS,5.4.0
S634341,U137290,2025-12-31,148.0,8,Android,5.4.0
S634342,U104967,2025-04-23,122.0,10,Android,5.2.0
S634343,U148234,2025-08-14,110.0,8,iOS,5.4.0
S634344,U125709,2025-08-07,76.0,9,Android,5.3.0
S634345,U135580,2026-01-13,288.0,5,iOS,5.2.0
S634346,U122545,2026-02-08,161.0,3,Android,5.1.0
S634347,U103737,2025-08-29,799.0,4,Android,5.3.0
S634348,U132628,2026-03-25,350.0,8,Android,5.3.0
S634349,U103728,2025-11-19,208.0,8,Web,5.4.0
S634350,U130516,2025-08-18,626.0,7,Web,5.4.0
S634351,U111069,2025-12-23,74.0,7,Android,5.4.1
S634352,U124344,2026-05-07,640.0,4,iOS,5.4.1
S634353,U100252,2026-06-13,128.0,7,iOS,5.2.0
S634354,U137305,2025-10-05,112.0,8,iOS,5.4.0
