transaction_id,user_id,transaction_date,transaction_type,asset,amount_eur,status
T1004168,U122949,2025-11-09,Buy,XRP,145.37,Completed
T1004169,U142298,2025-04-10,Sell,DOT,134.68,Completed
T1004170,U144909,2026-06-29,Buy,BORG,546.31,Completed
T1004171,U108746,2025-12-15,Swap,SOL,423.04,Completed
T1004172,U143751,2026-03-08,Sell,BTC,7871.91,Completed
T1004173,U126139,2026-04-18,Sell,BORG,45.45,Completed
T1004174,U124331,2025-04-22,Sell,SOL,344.53,Completed
T1004175,U120065,2026-06-17,Sell,SOL,904.82,Completed
T1004176,U123587,2026-05-25,Buy,ADA,443.56,Completed
T1004177,U129502,2026-04-14,Swap,XRP,120.53,Completed
T1004178,U136036,2025-11-16,Sell,SOL,295.82,Completed
T1004179,U117086,2026-03-24,Buy,ETH,51.36,Completed
T1004180,U139336,2025-12-27,Buy,BORG,129.28,Completed
T1004181,U107623,2026-07-24,Swap,ETH,68.75,Completed
T1004182,U141575,2026-02-04,Swap,XRP,75.36,Completed
T1004183,U122975,2025-12-10,Sell,ADA,309.15,Pending
T1004184,U113779,2026-01-08,Buy,BTC,84.8,Completed
T1004185,U132143,2026-08-20,Swap,ADA,1440.22,Completed
T1004186,U125318,2026-02-19,Sell,ADA,104.88,Completed
T1004187,U125199,2026-03-30,Swap,BTC,937.66,Completed
T1004188,U101112,2025-04-17,Sell,SOL,25.2,Completed
T1004189,U107944,2026-08-04,Buy,ETH,596.58,Completed
T1004190,U109196,2025-12-05,Buy,ETH,1605.31,Completed
T1004191,U134762,2025-09-15,Buy,DOT,154.58,Completed
T1004192,U137844,2025-07-27,Swap,BORG,165.81,Completed
T1004193,U119809,2026-03-24,Buy,DOT,181.18,Completed
T1004194,U133684,2025-11-18,Swap,BORG,646.3,Pending
T1004195,U117606,2026-08-14,Buy,BTC,431.79,Completed
T1004196,U106936,2025-09-13,Swap,XRP,225.53,Completed
T1004197,U137349,2025-11-23,Swap,BORG,180.7,Completed
T1004198,U127117,2026-06-05,Sell,BORG,108.27,Completed
T1004199,U118555,2026-04-22,Buy,DOT,884.25,Completed
T1004200,U127839,2026-06-23,Buy,SOL,314.58,Completed
T1004201,U145030,2025-03-24,Buy,SOL,402.69,Completed
T1004202,U107003,2026-02-03,Swap,SOL,15.93,Completed
T1004203,U133175,2026-03-04,Sell,BTC,54.8,Completed
T1004204,U143001,2026-06-09,Buy,DOT,593.31,Completed
T1004205,U111197,2025-06-26,Buy,SOL,1225.88,Completed
T1004206,U131185,2026-02-22,Sell,ADA,58.33,Completed
T1004207,U104570,2026-03-06,Buy,DOT,74.07,Completed
T1004208,U117429,2026-05-07,Swap,ADA,1123.96,Pending
T1004209,U112207,2026-08-08,Buy,BORG,707.92,Completed
T1004210,U117238,2026-08-08,Sell,ETH,440.06,Completed
T1004211,U119274,2026-08-04,Swap,ADA,348.29,Completed
T1004212,U131062,2026-01-15,Buy,BTC,102.84,Completed
T1004213,U110638,2026-08-09,Swap,USDC,349.81,Completed
T1004214,U101707,2026-02-21,Buy,SOL,501.0,Completed
T1004215,U107772,2026-05-12,Buy,BTC,187.96,Completed
T1004216,U104678,2026-08-05,Swap,DOT,157.83,Completed
T1004217,U116864,2025-06-13,Sell,DOT,288.01,Completed
T1004218,U117557,2025-09-07,Buy,BORG,629.91,Completed
T1004219,U138494,2025-11-24,Sell,BTC,327.53,Completed
T1004220,U110136,2026-01-05,Sell,ETH,83.13,Completed
T1004221,U137431,2025-08-20,Buy,ADA,144.35,Completed
T1004222,U134372,2026-02-25,Buy,ADA,294.17,Completed
T1004223,U117598,2026-04-11,Sell,ETH,623.48,Completed
T1004224,U123131,2026-03-03,Buy,BTC,208.76,Completed
T1004225,U100117,2026-03-16,Swap,ADA,529.89,Completed
T1004226,U108981,2025-11-23,Sell,DOT,196.32,Completed
T1004227,U133881,2026-07-22,Swap,DOT,1046.65,Completed
T1004228,U107529,2026-06-07,Sell,ETH,718.51,Completed
T1004229,U142211,2026-01-03,Sell,BORG,106.54,Completed
T1004230,U110439,2025-09-14,Buy,ETH,223.97,Completed
T1004231,U118648,2026-03-28,Sell,ETH,118.32,Pending
T1004232,U138652,2026-08-18,Swap,XRP,136.05,Completed
T1004233,U105763,2025-11-16,Sell,XRP,234.09,Completed
T1004234,U119540,2025-05-09,Swap,USDC,52.51,Completed
T1004235,U140919,2026-04-26,Sell,SOL,237.57,Completed
T1004236,U134910,2025-09-23,Sell,ETH,226.18,Completed
T1004237,U125425,2026-03-31,Buy,USDC,3826.8,Completed
T1004238,U144892,2026-04-16,Swap,DOT,412.42,Completed
T1004239,U140995,2025-11-21,Buy,USDC,209.72,Completed
T1004240,U126566,2025-11-23,Sell,ADA,50.62,Pending
T1004241,U135857,2026-01-18,Swap,ETH,263.85,Completed
T1004242,U120372,2026-02-23,Swap,ADA,17.64,Completed
T1004243,U107661,2026-05-31,Swap,BORG,160.22,Completed
T1004244,U143726,2026-08-05,Sell,BTC,755.08,Completed
T1004245,U139122,2026-02-06,Sell,BTC,62.93,Completed
T1004246,U124616,2025-09-14,Buy,USDC,324.68,Completed
T1004247,U135790,2026-05-18,Swap,BORG,826.4,Completed
T1004248,U139076,2026-01-04,Sell,ADA,91.45,Completed
T1004249,U122782,2026-07-08,Swap,SOL,475.12,Completed
T1004250,U142930,2026-05-19,Buy,BORG,114.68,Completed
T1004251,U104289,2025-06-09,Sell,USDC,100.07,Completed
T1004252,U129915,2026-08-11,Buy,USDC,390.49,Completed
T1004253,U144798,2025-07-31,Buy,DOT,21.81,Completed
T1004254,U111928,2026-08-05,Swap,BTC,8.83,Completed
T1004255,U145997,2026-03-15,Sell,BTC,400.37,Completed
T1004256,U133479,2026-06-07,Swap,DOT,1215.52,Completed
T1004257,U110038,2026-08-11,Sell,BORG,73.39,Completed
T1004258,U106927,2025-11-17,Buy,SOL,210.13,Completed
T1004259,U109708,2026-07-18,Swap,SOL,27.75,Completed
T1004260,U132670,2026-02-14,Buy,XRP,402.09,Completed
T1004261,U111216,2025-12-08,Buy,ETH,34.48,Completed
T1004262,U149169,2025-11-28,Buy,ADA,479.78,Completed
T1004263,U103077,2025-07-25,Sell,USDC,148.64,Completed
T1004264,U117966,2026-01-28,Buy,BORG,134.25,Failed
T1004265,U116928,2026-02-03,Buy,ADA,226.34,Completed
T1004266,U120432,2025-10-10,Sell,XRP,38.99,Completed
T1004267,U144298,2025-12-21,Sell,USDC,938.12,Completed
T1004268,U120520,2026-07-26,Sell,BTC,120.91,Completed
T1004269,U120228,2025-09-28,Sell,BTC,48.42,Completed
T1004270,U123196,2025-11-04,Buy,SOL,252.0,Completed
T1004271,U124399,2025-04-16,Buy,XRP,99.85,Completed
T1004272,U105374,2026-06-07,Swap,XRP,56.03,Completed
T1004273,U134189,2025-10-19,Sell,SOL,174.39,Completed
T1004274,U116328,2026-06-11,Sell,DOT,97.5,Completed
T1004275,U106558,2025-05-04,Swap,USDC,598.94,Completed
T1004276,U130659,2026-08-29,Sell,USDC,218.24,Pending
T1004277,U139589,2026-08-24,Swap,ETH,28.18,Completed
T1004278,U121165,2026-05-28,Swap,BTC,884.97,Completed
T1004279,U114521,2025-09-22,Sell,BTC,48.24,Completed
T1004280,U137685,2025-11-28,Sell,DOT,262.62,Completed
T1004281,U117413,2025-10-06,Sell,ADA,186.37,Completed
T1004282,U112324,2026-03-06,Buy,USDC,126.81,Completed
T1004283,U112065,2026-07-16,Swap,SOL,180.04,Completed
T1004284,U139755,2026-06-26,Swap,XRP,183.39,Completed
T1004285,U111860,2025-06-10,Sell,DOT,55.71,Completed
T1004286,U133800,2026-08-25,Sell,SOL,92.43,Completed
T1004287,U135890,2026-02-07,Sell,DOT,235.15,Completed
T1004288,U105373,2025-08-29,Sell,XRP,555.43,Failed
T1004289,U148605,2025-11-23,Buy,SOL,149.12,Completed
T1004290,U121657,2026-06-25,Buy,DOT,164.83,Completed
T1004291,U138278,2025-07-04,Sell,DOT,1662.74,Completed
T1004292,U128883,2026-02-22,Buy,USDC,84.57,Failed
T1004293,U138313,2025-10-26,Swap,ETH,283.98,Completed
T1004294,U141537,2025-12-30,Swap,BTC,486.82,Completed
T1004295,U140698,2026-08-02,Buy,USDC,704.64,Completed
T1004296,U119383,2026-01-25,Sell,USDC,590.44,Completed
T1004297,U145653,2025-08-18,Swap,XRP,179.95,Completed
T1004298,U113593,2025-07-09,Buy,BTC,298.71,Completed
T1004299,U103053,2026-07-26,Sell,BTC,743.59,Completed
T1004300,U132266,2026-02-04,Swap,SOL,30.73,Pending
T1004301,U111347,2026-06-15,Swap,USDC,57.12,Completed
T1004302,U145473,2026-05-20,Buy,USDC,225.93,Completed
T1004303,U112515,2026-08-24,Swap,SOL,63.27,Completed
T1004304,U145150,2025-12-27,Swap,USDC,84.17,Completed
T1004305,U136836,2025-06-13,Sell,ETH,215.9,Completed
T1004306,U133645,2026-01-18,Buy,DOT,424.76,Completed
T1004307,U121978,2026-08-15,Swap,ETH,172.9,Completed
T1004308,U121944,2026-04-23,Buy,ETH,305.86,Completed
T1004309,U117471,2026-01-22,Swap,BTC,287.01,Completed
T1004310,U122356,2026-05-30,Sell,BTC,110.88,Completed
T1004311,U148887,2025-12-25,Buy,USDC,125.8,Completed
T1004312,U101901,2026-05-09,Swap,BTC,901.64,Completed
T1004313,U124221,2025-12-18,Buy,USDC,353.47,Completed
T1004314,U140611,2025-11-04,Sell,BORG,91.24,Completed
T1004315,U108779,2026-07-20,Sell,ETH,66.23,Failed
T1004316,U120510,2025-08-18,Sell,XRP,219.24,Completed
T1004317,U144753,2026-05-30,Swap,SOL,137.98,Completed
T1004318,U110174,2026-03-07,Buy,BTC,838.7,Completed
T1004319,U107730,2026-02-22,Swap,ETH,54.87,Completed
T1004320,U145014,2026-08-14,Sell,XRP,2811.68,Completed
T1004321,U104760,2026-04-30,Sell,BORG,233.81,Completed
T1004322,U111804,2026-07-27,Buy,USDC,273.24,Completed
T1004323,U115399,2026-02-23,Buy,BORG,94.57,Completed
T1004324,U127689,2026-02-06,Buy,USDC,100.3,Completed
T1004325,U101881,2026-07-09,Buy,XRP,87.68,Completed
T1004326,U103839,2026-03-06,Sell,SOL,1068.07,Completed
T1004327,U124608,2026-06-25,Buy,BORG,85.42,Completed
T1004328,U144202,2026-08-04,Buy,USDC,1714.57,Completed
T1004329,U146799,2026-03-18,Buy,ADA,570.22,Completed
T1004330,U100373,2025-07-07,Buy,BORG,66.31,Completed
T1004331,U147675,2025-11-18,Buy,BORG,87.44,Completed
T1004332,U145482,2026-02-02,Buy,USDC,55.45,Failed
T1004333,U117091,2025-10-13,Sell,ADA,57.4,Completed
T1004334,U112651,2025-09-28,Swap,DOT,1932.17,Completed
T1004335,U134835,2025-10-31,Buy,BTC,765.47,Completed
T1004336,U136036,2026-06-03,Buy,ETH,507.44,Completed
T1004337,U145138,2026-08-30,Sell,ADA,404.5,Completed
T1004338,U149870,2026-05-17,Sell,BORG,88.63,Completed
T1004339,U114412,2025-12-14,Swap,ETH,37.79,Completed
T1004340,U106210,2025-05-12,Swap,ETH,2001.77,Completed
T1004341,U149072,2026-06-11,Swap,USDC,36.51,Completed
T1004342,U121936,2026-08-09,Buy,XRP,52.02,Completed
T1004343,U108136,2025-12-31,Sell,XRP,68.92,Completed
T1004344,U112142,2025-11-15,Buy,ADA,243.21,Pending
T1004345,U143961,2026-07-23,Buy,XRP,183.77,Completed
T1004346,U100617,2026-06-24,Sell,BORG,4185.53,Completed
T1004347,U120706,2025-07-17,Buy,BTC,261.83,Completed
T1004348,U105238,2026-05-28,Buy,ADA,205.84,Completed
T1004349,U127738,2026-07-06,Sell,ADA,216.43,Pending
T1004350,U106384,2026-03-21,Sell,SOL,637.0,Completed
T1004351,U106407,2026-04-17,Buy,USDC,241.87,Completed
T1004352,U141133,2026-03-06,Buy,XRP,420.82,Completed
T1004353,U105263,2025-04-01,Buy,DOT,173.46,Completed
T1004354,U105388,2025-10-31,Buy,USDC,839.06,Completed
T1004355,U138653,2026-05-25,Sell,USDC,111.92,Completed
T1004356,U133664,2026-05-25,Sell,BORG,207.28,Completed
T1004357,U139898,2025-11-11,Sell,SOL,158.05,Completed
T1004358,U142211,2026-01-23,Sell,ETH,362.28,Completed
T1004359,U135041,2025-12-19,Swap,BORG,107.32,Completed
T1004360,U128810,2025-11-25,Swap,SOL,624.71,Completed
T1004361,U101877,2026-06-18,Buy,ETH,71.15,Completed
T1004362,U126757,2026-03-25,Buy,ETH,4244.17,Completed
T1004363,U109337,2025-03-22,Buy,XRP,62.24,Completed
T1004364,U110418,2025-12-15,Buy,DOT,1223.29,Completed
T1004365,U136085,2025-05-23,Buy,BORG,141.44,Completed
T1004366,U149892,2025-05-10,Buy,BTC,824.96,Completed
T1004367,U116368,2025-09-06,Buy,ADA,343.16,Completed
T1004368,U129349,2026-01-24,Sell,SOL,4971.92,Completed
T1004369,U121563,2026-07-01,Sell,BTC,76.05,Completed
T1004370,U114468,2025-07-13,Sell,XRP,3969.63,Completed
T1004371,U142893,2025-12-20,Swap,USDC,993.34,Completed
T1004372,U130075,2026-08-28,Sell,ADA,229.24,Completed
T1004373,U138088,2025-07-18,Buy,ADA,132.37,Completed
T1004374,U139474,2026-07-23,Buy,USDC,126.03,Completed
T1004375,U135459,2026-03-31,Swap,XRP,693.65,Completed
T1004376,U105773,2026-01-22,Buy,DOT,164.39,Completed
T1004377,U131963,2026-08-24,Buy,DOT,298.08,Completed
T1004378,U109447,2025-05-27,Buy,BORG,25.83,Completed
T1004379,U142665,2026-05-04,Swap,ADA,396.79,Completed
T1004380,U142286,2026-04-25,Buy,DOT,293.61,Completed
T1004381,U128803,2025-10-25,Swap,BORG,36.15,Completed
T1004382,U128033,2025-11-06,Swap,SOL,259.68,Pending
T1004383,U117516,2025-11-28,Swap,USDC,183.61,Completed
T1004384,U133199,2026-01-04,Buy,SOL,37.34,Failed
T1004385,U100291,2026-06-02,Buy,USDC,67.8,Completed
T1004386,U148416,2026-06-22,Swap,ADA,303.65,Completed
T1004387,U120069,2026-02-15,Sell,BTC,885.25,Completed
T1004388,U123818,2026-07-10,Sell,DOT,229.96,Completed
T1004389,U136552,2026-03-15,Sell,ADA,142.62,Completed
T1004390,U132487,2026-05-22,Swap,USDC,66.37,Completed
T1004391,U149622,2026-06-11,Sell,BORG,317.69,Failed
T1004392,U122417,2026-02-14,Buy,ETH,96.55,Completed
T1004393,U113185,2025-08-19,Buy,USDC,43.35,Completed
T1004394,U145306,2025-09-14,Buy,XRP,846.54,Completed
T1004395,U131048,2026-05-15,Sell,SOL,56.13,Completed
T1004396,U110781,2026-08-29,Buy,ETH,38.13,Completed
T1004397,U144763,2026-05-11,Buy,DOT,169.57,Failed
T1004398,U138032,2025-08-16,Swap,ADA,23.96,Completed
T1004399,U118380,2026-04-15,Buy,USDC,108.32,Completed
T1004400,U137908,2025-05-26,Swap,USDC,222.99,Completed
T1004401,U146779,2025-11-23,Sell,XRP,364.03,Completed
T1004402,U115512,2026-08-02,Buy,SOL,75.57,Completed
T1004403,U122250,2026-03-15,Buy,USDC,5.55,Completed
T1004404,U138106,2026-05-25,Buy,BTC,37.59,Completed
T1004405,U137239,2025-09-30,Swap,ETH,144.15,Completed
T1004406,U148154,2026-02-10,Swap,ADA,172.78,Completed
T1004407,U129074,2026-05-15,Swap,DOT,895.83,Failed
T1004408,U114412,2026-04-27,Swap,ADA,51.07,Completed
T1004409,U139260,2026-05-25,Swap,BORG,37.65,Pending
T1004410,U128983,2026-06-16,Sell,SOL,262.01,Completed
T1004411,U128082,2025-05-08,Swap,USDC,530.81,Completed
T1004412,U135761,2025-06-27,Buy,BORG,3129.32,Completed
T1004413,U135359,2026-01-14,Sell,USDC,171.81,Completed
T1004414,U143846,2025-11-26,Buy,BTC,737.2,Completed
T1004415,U117589,2025-09-12,Buy,SOL,199.03,Completed
T1004416,U149733,2026-02-08,Buy,SOL,319.45,Completed
T1004417,U119676,2025-08-24,Sell,USDC,125.29,Completed
T1004418,U147323,2026-08-20,Buy,SOL,24.97,Completed
T1004419,U118563,2026-06-22,Sell,BTC,318.39,Completed
T1004420,U129128,2026-08-16,Buy,SOL,95.04,Completed
T1004421,U109815,2025-09-11,Swap,BTC,136.29,Completed
T1004422,U135925,2026-05-30,Sell,ADA,293.13,Completed
T1004423,U141223,2026-04-17,Swap,BTC,196.02,Failed
T1004424,U117724,2026-01-22,Sell,ETH,279.13,Completed
T1004425,U143060,2026-05-14,Sell,BORG,382.32,Completed
T1004426,U115708,2025-08-07,Buy,USDC,320.77,Completed
T1004427,U125923,2026-01-27,Swap,DOT,618.35,Completed
T1004428,U146733,2026-06-20,Buy,SOL,1313.8,Failed
T1004429,U131934,2026-05-01,Buy,DOT,757.65,Completed
T1004430,U111579,2026-05-09,Buy,DOT,190.21,Completed
T1004431,U147913,2026-05-11,Buy,BTC,12.87,Completed
T1004432,U139830,2026-04-20,Sell,USDC,352.06,Completed
T1004433,U135691,2026-03-30,Swap,USDC,182.86,Completed
T1004434,U136808,2026-03-04,Sell,USDC,533.05,Completed
T1004435,U138109,2026-07-28,Swap,XRP,354.92,Completed
T1004436,U114117,2026-04-30,Swap,USDC,273.5,Completed
T1004437,U135116,2025-12-07,Swap,ADA,762.04,Completed
T1004438,U143886,2026-05-01,Buy,DOT,242.82,Completed
T1004439,U129134,2026-03-20,Buy,USDC,791.67,Completed
T1004440,U137186,2025-11-06,Buy,ETH,131.46,Completed
T1004441,U117348,2025-12-16,Sell,DOT,626.88,Completed
T1004442,U105265,2026-06-11,Swap,USDC,47.13,Completed
T1004443,U145828,2026-03-18,Buy,BORG,44.67,Completed
T1004444,U141320,2025-06-05,Buy,BORG,338.61,Completed
T1004445,U144955,2025-10-04,Buy,BORG,765.69,Completed
T1004446,U108583,2025-03-13,Buy,SOL,71.12,Completed
T1004447,U131765,2026-06-03,Swap,DOT,469.72,Completed
T1004448,U145734,2026-07-24,Buy,ADA,511.84,Completed
T1004449,U145803,2026-08-10,Buy,ETH,28.09,Completed
T1004450,U136054,2026-08-09,Buy,BORG,126.28,Completed
T1004451,U149350,2026-08-24,Sell,ADA,155.59,Completed
T1004452,U127020,2026-05-18,Buy,BORG,137.64,Completed
T1004453,U108792,2026-02-20,Sell,XRP,961.5,Completed
T1004454,U120119,2026-08-08,Sell,DOT,1039.16,Completed
T1004455,U136868,2026-04-18,Swap,USDC,215.84,Completed
T1004456,U134383,2026-04-14,Sell,BORG,186.84,Completed
T1004457,U114402,2025-06-03,Buy,ADA,732.96,Completed
T1004458,U119756,2025-07-23,Sell,ETH,91.79,Completed
T1004459,U136142,2025-10-24,Sell,BORG,1388.63,Completed
T1004460,U124462,2026-03-18,Buy,BORG,618.45,Completed
T1004461,U117389,2025-05-05,Buy,XRP,95.17,Completed
T1004462,U104217,2026-03-08,Buy,ADA,168.7,Completed
T1004463,U114326,2025-11-25,Buy,ETH,153.19,Completed
T1004464,U122101,2026-04-29,Buy,DOT,653.49,Completed
T1004465,U110530,2025-06-30,Buy,ADA,340.91,Completed
T1004466,U135346,2025-09-30,Buy,BTC,410.25,Completed
T1004467,U133671,2026-07-07,Sell,SOL,91.31,Completed
T1004468,U105359,2025-05-11,Buy,DOT,98.85,Completed
T1004469,U138033,2026-03-18,Sell,XRP,1049.15,Completed
T1004470,U142806,2025-10-03,Swap,ADA,329.56,Completed
T1004471,U140052,2026-06-23,Buy,SOL,38.54,Completed
T1004472,U109919,2026-08-17,Buy,SOL,64.46,Completed
T1004473,U108340,2026-01-10,Swap,SOL,3402.38,Completed
T1004474,U141279,2025-04-19,Buy,DOT,35.29,Completed
T1004475,U129527,2026-08-22,Swap,ADA,347.83,Completed
T1004476,U148176,2026-01-11,Buy,BTC,31.06,Completed
T1004477,U130133,2025-12-31,Swap,DOT,307.34,Completed
T1004478,U137519,2025-05-17,Swap,DOT,188.51,Completed
T1004479,U124754,2025-07-06,Sell,ETH,159.51,Completed
T1004480,U115019,2026-05-30,Swap,ADA,461.7,Completed
T1004481,U127856,2026-08-19,Sell,USDC,139.54,Completed
T1004482,U149377,2025-05-10,Buy,USDC,153.6,Completed
T1004483,U133859,2025-10-31,Buy,ETH,575.81,Completed
T1004484,U128276,2026-05-30,Swap,BORG,61.81,Completed
T1004485,U102468,2025-09-22,Sell,ADA,426.59,Completed
T1004486,U103724,2026-08-11,Swap,ETH,344.86,Completed
T1004487,U123833,2026-03-25,Sell,SOL,239.78,Completed
T1004488,U130142,2026-08-27,Swap,XRP,197.21,Completed
T1004489,U142175,2025-07-04,Buy,DOT,1248.25,Completed
T1004490,U125278,2026-07-26,Buy,XRP,57.98,Completed
T1004491,U131447,2025-07-27,Buy,XRP,249.53,Completed
T1004492,U102234,2026-06-02,Buy,ETH,70.5,Completed
T1004493,U148531,2025-11-22,Buy,BTC,213.64,Completed
T1004494,U119062,2026-01-23,Swap,ETH,3223.27,Completed
T1004495,U110337,2025-12-04,Buy,DOT,287.78,Completed
T1004496,U123942,2025-12-15,Buy,XRP,3495.83,Completed
T1004497,U111612,2025-11-10,Sell,XRP,51.41,Completed
T1004498,U133662,2026-06-03,Sell,DOT,167.84,Completed
T1004499,U120335,2026-08-31,Swap,USDC,832.48,Completed
T1004500,U118631,2026-03-02,Swap,XRP,56.1,Completed
T1004501,U116979,2025-10-21,Swap,ETH,46.33,Completed
T1004502,U140230,2026-02-16,Buy,DOT,55.12,Completed
T1004503,U108312,2026-06-15,Swap,ADA,101.09,Completed
T1004504,U132163,2026-06-04,Sell,ETH,326.65,Completed
T1004505,U137403,2026-07-01,Sell,ETH,121.75,Completed
T1004506,U104340,2026-05-16,Sell,ETH,144.92,Completed
T1004507,U103748,2026-07-24,Swap,ADA,58.24,Completed
T1004508,U106833,2025-11-13,Swap,BORG,47.26,Completed
T1004509,U104762,2025-11-29,Swap,DOT,195.19,Completed
T1004510,U123498,2026-06-14,Buy,BORG,758.0,Failed
T1004511,U117084,2025-10-29,Buy,ADA,349.08,Completed
T1004512,U101901,2026-06-26,Swap,BORG,288.46,Completed
T1004513,U110150,2025-02-18,Buy,USDC,500.15,Completed
T1004514,U126821,2026-08-07,Buy,ADA,494.04,Completed
T1004515,U127524,2026-04-28,Buy,USDC,186.81,Completed
T1004516,U142099,2026-03-29,Sell,DOT,133.47,Completed
T1004517,U140597,2026-03-19,Sell,ETH,492.53,Completed
T1004518,U127962,2026-01-28,Swap,XRP,1313.75,Failed
T1004519,U115960,2026-06-01,Buy,ADA,33.9,Completed
T1004520,U149714,2026-08-30,Buy,SOL,74.11,Completed
T1004521,U124280,2025-12-31,Buy,ETH,330.56,Completed
T1004522,U109942,2025-11-10,Buy,BTC,971.14,Completed
T1004523,U112430,2026-03-31,Sell,BORG,40.15,Completed
T1004524,U144737,2026-08-02,Buy,XRP,293.48,Pending
T1004525,U105301,2026-04-26,Sell,XRP,38.01,Completed
T1004526,U133317,2026-07-01,Buy,USDC,70.24,Completed
T1004527,U125378,2026-02-28,Buy,USDC,162.22,Completed
T1004528,U147095,2025-09-28,Swap,USDC,420.88,Completed
T1004529,U129479,2026-08-17,Swap,USDC,464.38,Completed
T1004530,U125011,2025-07-23,Buy,ADA,153.75,Completed
T1004531,U141640,2026-04-22,Buy,ADA,79.57,Completed
T1004532,U121794,2026-06-26,Sell,XRP,184.19,Completed
T1004533,U123722,2025-10-26,Buy,XRP,232.29,Completed
T1004534,U115451,2025-12-09,Buy,USDC,642.26,Completed
T1004535,U132266,2026-08-20,Sell,XRP,152.36,Completed
T1004536,U118266,2025-06-19,Sell,ETH,325.86,Completed
T1004537,U140049,2026-06-09,Swap,SOL,231.02,Completed
T1004538,U139354,2026-04-04,Sell,ETH,477.44,Completed
T1004539,U124298,2026-01-30,Sell,SOL,594.68,Completed
T1004540,U140301,2026-08-08,Buy,XRP,83.68,Completed
T1004541,U130629,2025-05-20,Buy,XRP,98.43,Completed
T1004542,U109011,2025-04-05,Swap,BTC,76.43,Completed
T1004543,U124044,2026-01-28,Buy,ADA,1198.74,Completed
T1004544,U131030,2025-09-02,Buy,USDC,77.03,Completed
T1004545,U137153,2026-02-26,Swap,ADA,12.25,Completed
T1004546,U114814,2025-06-13,Swap,USDC,1109.5,Completed
T1004547,U122908,2026-01-23,Swap,ETH,96.13,Completed
T1004548,U137667,2026-07-02,Swap,BORG,129.24,Completed
T1004549,U113193,2026-01-11,Buy,DOT,271.56,Completed
T1004550,U101128,2026-06-21,Swap,DOT,828.74,Completed
T1004551,U138832,2025-11-11,Sell,ADA,708.25,Completed
T1004552,U144177,2026-08-11,Buy,XRP,121.46,Completed
T1004553,U122943,2026-06-23,Sell,BTC,84.89,Pending
T1004554,U112751,2026-04-08,Sell,USDC,195.06,Completed
T1004555,U116637,2026-03-27,Swap,USDC,776.53,Completed
T1004556,U106848,2026-07-28,Buy,BTC,612.51,Completed
T1004557,U139115,2026-05-12,Swap,ADA,1005.4,Completed
T1004558,U110264,2026-01-24,Sell,BORG,358.03,Completed
T1004559,U149018,2026-04-04,Swap,BORG,159.99,Completed
T1004560,U128136,2026-05-05,Buy,XRP,157.55,Completed
T1004561,U141095,2026-04-30,Sell,USDC,452.34,Completed
T1004562,U121101,2025-02-23,Swap,USDC,22.64,Completed
T1004563,U104655,2026-05-16,Swap,DOT,612.52,Completed
T1004564,U141764,2026-01-20,Swap,BTC,31.5,Completed
T1004565,U125298,2025-09-07,Buy,ADA,828.61,Completed
T1004566,U117199,2026-02-11,Buy,BTC,63.98,Completed
T1004567,U100308,2025-10-29,Sell,DOT,1225.39,Completed
T1004568,U149547,2026-05-06,Swap,ADA,341.07,Pending
T1004569,U111618,2025-07-01,Buy,DOT,97.46,Completed
T1004570,U116523,2026-08-02,Sell,SOL,1403.36,Completed
T1004571,U112087,2026-07-20,Sell,BTC,1116.03,Completed
T1004572,U118924,2026-05-10,Sell,BORG,232.03,Failed
T1004573,U132435,2026-03-05,Buy,ETH,955.64,Completed
T1004574,U118860,2025-08-25,Buy,SOL,5.16,Completed
T1004575,U137173,2025-11-18,Swap,XRP,836.75,Completed
T1004576,U106460,2025-10-05,Buy,USDC,601.19,Completed
T1004577,U112464,2026-03-01,Buy,ADA,1387.46,Completed
T1004578,U147917,2025-02-22,Buy,USDC,1180.58,Completed
T1004579,U145002,2026-05-21,Sell,ADA,1036.45,Completed
T1004580,U130478,2025-12-22,Swap,BORG,111.14,Completed
T1004581,U124647,2025-08-09,Buy,SOL,941.49,Completed
T1004582,U116044,2026-01-25,Sell,SOL,300.45,Completed
T1004583,U149638,2025-08-15,Buy,SOL,36.5,Completed
T1004584,U141553,2026-07-11,Swap,BORG,184.02,Completed
T1004585,U125607,2025-08-10,Buy,USDC,43.54,Failed
T1004586,U147537,2026-03-01,Buy,BTC,271.36,Completed
T1004587,U146050,2026-01-26,Sell,ETH,142.4,Completed
T1004588,U124064,2025-12-21,Buy,BORG,64.12,Completed
T1004589,U110145,2026-07-07,Swap,DOT,285.88,Completed
T1004590,U100137,2025-09-05,Buy,USDC,103.29,Completed
T1004591,U100339,2026-05-28,Buy,DOT,42.08,Completed
T1004592,U113633,2026-03-09,Sell,ADA,71.36,Completed
T1004593,U146700,2025-11-08,Sell,SOL,957.09,Completed
T1004594,U138772,2025-07-19,Swap,SOL,604.78,Completed
T1004595,U143995,2025-07-04,Swap,BORG,156.53,Completed
T1004596,U145926,2026-02-26,Swap,DOT,236.45,Completed
T1004597,U101695,2026-04-01,Buy,BORG,637.5,Completed
T1004598,U142061,2026-08-20,Swap,BTC,129.1,Pending
T1004599,U126991,2026-06-09,Buy,DOT,58.55,Completed
T1004600,U142052,2025-05-21,Buy,DOT,424.35,Failed
T1004601,U125312,2026-04-26,Swap,BORG,1108.45,Pending
T1004602,U121295,2025-09-17,Buy,BTC,757.12,Completed
